record_id,source,group,test_standard,LL,PL,PI,fines_pct,sand_pct,energy_kJm3,Gs,MDD_Mgm3,OMC_frac
bio_0004,zenodo:10.5281/zenodo.19242689,Kaolinite soil,SP,38.3,19.0,19.2,92.0,8.0,592.5,2.68,1.58,0.249
bio_0005,zenodo:10.5281/zenodo.19242689,"BC soil , North Karnataka, India",SP,64.0,31.0,33.0,72.0,24.0,592.5,2.5,1.77,0.1632
bio_0006,zenodo:10.5281/zenodo.19242689,"Undavalli in Guntur District, Andhra Pradesh",SP,72.0,27.0,45.0,95.0,5.0,592.5,2.68,1.51,0.25
bio_0008,zenodo:10.5281/zenodo.19242689,A factory in Iran,SP,37.8,19.1,18.7,100.0,0.0,592.5,2.63,1.59,0.2362999999999999
bio_0009,zenodo:10.5281/zenodo.19242689,"Gaziantep University campus, Turkey",SP,35.16,28.31,6.85,100.0,0.0,592.5,2.68,1.80796,0.1685
bio_0010,zenodo:10.5281/zenodo.19242689,"Serra Riccò – Genoa, Italy",SP,43.0,28.0,15.0,73.1,26.9,592.5,2.7,1.94,0.12
bio_0011,zenodo:10.5281/zenodo.19242689,Bentonite + Kaolin (B:K=25:75),SP,94.5,35.0,59.5,99.0,1.0,592.5,2.73,1.57,0.22
fs206_100KS0_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,72.1,27.62,44.48,100.0,,2693.3,2.74,1.5321100917431192,0.2362999999999999
fs206_100KS0_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,72.1,27.62,44.48,100.0,,1346.6,2.74,1.475025484199796,0.276
fs206_100KS0_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,72.1,27.62,44.48,100.0,,355.2,2.74,1.3200815494393474,0.312
fs206_100KS0_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,72.1,27.62,44.48,100.0,,592.5,2.74,1.3832823649337411,0.301
fs206_50BS50_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,151.6,25.39999999999999,126.2,50.0,,2693.3,2.65,1.6819571865443423,0.2098
fs206_50BS50_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,151.6,25.39999999999999,126.2,50.0,,1346.6,2.65,1.6513761467889907,0.216
fs206_50BS50_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,151.6,25.39999999999999,126.2,50.0,,355.2,2.65,1.6106014271151885,0.24
fs206_50BS50_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,151.6,25.39999999999999,126.2,50.0,,592.5,2.65,1.6309887869520896,0.2319999999999999
fs206_50KS50_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,36.2,13.830000000000002,22.37,50.0,,2693.3,2.63,1.9367991845056065,0.118
fs206_50KS50_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,36.2,13.830000000000002,22.37,50.0,,1346.6,2.63,1.926605504587156,0.126
fs206_50KS50_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,36.2,13.830000000000002,22.37,50.0,,592.5,2.63,1.8144750254842,0.166
fs206_60KS40_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,43.8,16.929999999999996,26.87,60.0,,2693.3,2.65,1.9041794087665649,0.132
fs206_60KS40_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,43.8,16.929999999999996,26.87,60.0,,1346.6,2.65,1.855249745158002,0.142
fs206_60KS40_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,43.8,16.929999999999996,26.87,60.0,,355.2,2.65,1.7125382262996942,0.206
fs206_60KS40_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,43.8,16.929999999999996,26.87,60.0,,592.5,2.65,1.7533129459734962,0.1882
fs206_70KS30_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,49.07,20.03,29.04,70.0,,2693.3,2.67,1.8583078491335367,0.155
fs206_70KS30_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,49.07,20.03,29.04,70.0,,1346.6,2.67,1.8144750254842,0.1694999999999999
fs206_70KS30_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,49.07,20.03,29.04,70.0,,355.2,2.67,1.6554536187563709,0.2289999999999999
fs206_70KS30_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,49.07,20.03,29.04,70.0,,592.5,2.67,1.6819571865443423,0.212
fs206_80KS20_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,55.11,22.11,33.0,80.0,,2693.3,2.7,1.7655453618756372,0.183
fs206_80KS20_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,55.11,22.11,33.0,80.0,,1346.6,2.7,1.6717635066258918,0.191
fs206_80KS20_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,55.11,22.11,33.0,80.0,,355.2,2.7,1.549439347604485,0.252
fs206_80KS20_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,55.11,22.11,33.0,80.0,,592.5,2.7,1.5779816513761469,0.245
fs206_90KS10_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,61.1,24.9,36.2,90.0,,2693.3,2.72,1.6462793068297654,0.2052
fs206_90KS10_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,61.1,24.9,36.2,90.0,,1346.6,2.72,1.5361875637104994,0.236
fs206_90KS10_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,61.1,24.9,36.2,90.0,,355.2,2.72,1.475025484199796,0.281
fs206_90KS10_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,61.1,24.9,36.2,90.0,,592.5,2.72,1.490316004077472,0.276
fs206_Alevoor_MP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640117,MP,47.4,41.3,6.1,61.0,,2693.3,2.35,1.7227319062181443,0.139
fs206_Alevoor_SP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640107,SP,47.4,41.3,6.1,61.0,,592.5,2.35,1.5188583078491336,0.2019999999999999
fs206_Ankola_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,31.7,22.2,9.5,4.3,,2693.3,2.7,1.9062181447502544,0.088
fs206_Apsarakonda_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,36.0,23.4,12.6,2.0,,2693.3,2.54,1.8348623853211008,0.111
fs206_Apsarakonda_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,36.0,23.4,12.6,2.0,,592.5,2.54,1.6513761467889907,0.131
fs206_Baijpe_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,26.5,15.1,11.4,29.0,,592.5,2.89,1.9062181447502544,0.104
fs206_Bannur (S5)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110219,MP,68.0,30.0,38.0,100.0,,2693.3,2.69,1.6649999999999998,0.2
fs206_Bannur (S5)_SP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110212,SP,68.0,30.0,38.0,100.0,,592.5,2.69,1.432,0.28
fs206_Behalli_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,28.1,17.200000000000003,10.9,4.1,,2693.3,2.62,1.885830784913353,0.079
fs206_Behalli_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,28.1,17.200000000000003,10.9,4.1,,592.5,2.62,1.5800203873598369,0.084
fs206_Benjana padavu_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,34.8,26.9,7.9,1.9,,2693.3,2.7,1.8960244648318043,0.138
fs206_Benjana padavu_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,34.8,26.9,7.9,1.9,,592.5,2.7,1.7023445463812434,0.16
fs206_Bentonite + Kaolinite_MP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.142,MP,150.5,39.2,111.3,100.0,,2693.3,2.58,1.600407747196738,0.208
fs206_Bentonite + Kaolinite_RSP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.139,RSP,150.5,39.2,111.3,100.0,,355.2,2.58,1.325178389398573,0.322
fs206_Bentonite + Kaolinite_SP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.140,SP,150.5,39.2,111.3,100.0,,592.5,2.58,1.4067278287461773,0.285
fs206_Bentonite + Weathered clay_MP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.146,MP,152.8,48.20000000000002,104.6,88.7,,2693.3,2.6,1.529051987767584,0.239
fs206_Bentonite + Weathered clay_RSP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.143,RSP,152.8,48.20000000000002,104.6,88.7,,355.2,2.6,1.253822629969419,0.368
fs206_Bentonite + Weathered clay_SP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.144,SP,152.8,48.20000000000002,104.6,88.7,,592.5,2.6,1.3353720693170232,0.326
fs206_Bhatkal_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,32.0,21.8,10.2,2.8,,2693.3,2.8,1.946992864424057,0.103
fs206_Bhatkal_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,32.0,21.8,10.2,2.8,,592.5,2.8,1.7533129459734962,0.1119999999999999
fs206_Bogadi (S1)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110215,MP,46.0,22.0,24.0,59.0,,2693.3,2.61,1.91,0.1369999999999999
fs206_Bogadi (S1)_SP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110208,SP,46.0,22.0,24.0,59.0,,592.5,2.61,1.6499999999999997,0.17
fs206_Brahmavar_MP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640120,MP,54.9,45.1,9.8,58.5,,2693.3,2.45,1.5902140672782874,0.1939999999999999
fs206_Brahmavar_SP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640110,SP,54.9,45.1,9.8,58.5,,592.5,2.45,1.5392456676860344,0.203
fs206_Byndoor_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,31.8,23.700000000000003,8.1,4.8,,2693.3,2.54,1.875637104994903,0.095
fs206_Byndoor_MP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640125,MP,46.7,37.7,9.0,59.5,,2693.3,2.4,1.7125382262996942,0.151
fs206_Byndoor_SP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640115,SP,46.7,37.7,9.0,59.5,,592.5,2.4,1.5698267074413863,0.1889999999999999
fs206_Byndoor_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,31.8,23.700000000000003,8.1,4.8,,592.5,2.54,1.7125382262996942,0.109
fs206_CFTRI Layout (S6)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110220,MP,68.0,33.0,35.0,100.0,,2693.3,2.72,1.664,0.226
fs206_CFTRI Layout (S6)_SP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110213,SP,68.0,33.0,35.0,100.0,,592.5,2.72,1.361,0.302
fs206_China Clay (S7)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110221,MP,68.0,30.0,38.0,100.0,,2693.3,2.67,1.591,0.212
fs206_China Clay (S7)_SP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110214,SP,68.0,30.0,38.0,100.0,,592.5,2.67,1.34,0.345
fs206_Deralakatte_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,31.1,23.3,7.8,2.6,,2693.3,2.65,1.7533129459734962,0.115
fs206_Deralakatte_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,31.1,23.3,7.8,2.6,,592.5,2.65,1.5392456676860344,0.123
fs206_Gunavanthe_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,35.5,23.1,12.4,3.6,,2693.3,2.61,1.946992864424057,0.079
fs206_Gunavanthe_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,35.5,23.1,12.4,3.6,,592.5,2.61,1.620795107033639,0.091
fs206_Haradi_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,26.4,17.2,9.2,3.6,,2693.3,2.52,1.8348623853211008,0.1159999999999999
fs206_Haradi_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,26.4,17.2,9.2,3.6,,592.5,2.52,1.6819571865443423,0.135
fs206_Hemmadi_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,34.7,25.200000000000003,9.5,3.3,,2693.3,2.75,1.9062181447502544,0.099
fs206_Hemmadi_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,34.7,25.200000000000003,9.5,3.3,,592.5,2.75,1.6921508664627931,0.105
fs206_Honnavar_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,35.8,22.3,13.5,4.5,,2693.3,2.55,1.926605504587156,0.111
fs206_Honnavar_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,35.8,22.3,13.5,4.5,,592.5,2.55,1.6921508664627931,0.122
fs206_Jantra_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,35.7,24.1,11.6,2.5,,2693.3,2.6,1.9775739041794085,0.071
fs206_Jantra_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,35.7,24.1,11.6,2.5,,592.5,2.6,1.6411824668705404,0.079
fs206_Kalalagiri_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,29.6,18.200000000000003,11.4,4.6,,2693.3,2.47,1.9367991845056065,0.099
fs206_Kalalagiri_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,29.6,18.200000000000003,11.4,4.6,,592.5,2.47,1.8144750254842,0.107
fs206_Kandluru_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,32.6,21.200000000000003,11.4,3.0,,2693.3,2.47,1.8348623853211008,0.102
fs206_Kandluru_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,32.6,21.200000000000003,11.4,3.0,,592.5,2.47,1.7227319062181443,0.123
fs206_Kaolinite_MP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.134,MP,52.0,34.8,17.2,100.0,,2693.3,2.62,1.5698267074413863,0.233
fs206_Kaolinite_RSP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.131,RSP,52.0,34.8,17.2,100.0,,355.2,2.62,1.3455657492354738,0.331
fs206_Kaolinite_SP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.132,SP,52.0,34.8,17.2,100.0,,592.5,2.62,1.4271151885830784,0.293
fs206_Karwar_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,30.5,22.1,8.4,4.9,,2693.3,2.47,1.885830784913353,0.104
fs206_Karwar_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,30.5,22.1,8.4,4.9,,592.5,2.47,1.743119266055046,0.113
fs206_Katapadi_SP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640106,SP,40.4,38.8,1.6,47.4,,592.5,2.5,1.6615698267074417,0.151
fs206_Katpadi_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,36.4,26.9,9.5,4.7,,2693.3,2.57,1.9062181447502544,0.123
fs206_Katpadi_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,36.4,26.9,9.5,4.7,,592.5,2.57,1.5902140672782874,0.132
fs206_Kollegala (S3)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110217,MP,55.0,26.0,29.0,71.5,,2693.3,2.74,1.7619999999999998,0.174
fs206_Kollegala (S3)_SP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110210,SP,55.0,26.0,29.0,71.5,,592.5,2.74,1.61,0.2319999999999999
fs206_Kuderu (S4)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110218,MP,55.0,27.0,28.0,60.0,,2693.3,2.85,1.846,0.144
fs206_Kuderu (S4)_SP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110211,SP,55.0,27.0,28.0,60.0,,592.5,2.85,1.64,0.1810999999999999
fs206_Kumbashi_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,35.7,27.1,8.6,1.8,,2693.3,2.61,1.9775739041794085,0.076
fs206_Kumbashi_SP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640111,SP,55.6,46.900000000000006,8.7,61.8,,592.5,2.53,1.529051987767584,0.258
fs206_LS1-BSH_MP,figshare:10.6084/m9.figshare.32955851,doi10.1061(asce)1090-0241(2005)1318(1034),MP,41.0,24.0,17.0,34.0,,2693.3,2.67,1.8807339449541285,0.14
fs206_LS1-BSL_SP,figshare:10.6084/m9.figshare.32955851,doi10.1061(asce)1090-0241(2005)1318(1034),SP,41.0,24.0,17.0,34.0,,592.5,2.67,1.7023445463812434,0.188
fs206_LS1-RBSL_RSP,figshare:10.6084/m9.figshare.32955851,doi10.1061(asce)1090-0241(2005)1318(1034),RSP,41.0,24.0,17.0,34.0,,355.2,2.67,1.6483180428134558,0.208
fs206_LS2-BSH_MP,figshare:10.6084/m9.figshare.32955851,doi10.1061(asce)1090-0241(2005)1318(1034),MP,40.0,23.0,17.0,34.0,,2693.3,2.68,1.91131498470948,0.125
fs206_LS2-BSL_SP,figshare:10.6084/m9.figshare.32955851,doi10.1061(asce)1090-0241(2005)1318(1034),SP,40.0,23.0,17.0,34.0,,592.5,2.68,1.7206931702344543,0.168
fs206_LS2-RBSL_RSP,figshare:10.6084/m9.figshare.32955851,doi10.1061(asce)1090-0241(2005)1318(1034),RSP,40.0,23.0,17.0,34.0,,355.2,2.68,1.6697247706422016,0.188
fs206_LS3-BSH_MP,figshare:10.6084/m9.figshare.32955851,doi10.1061(asce)1090-0241(2005)1318(1034),MP,43.0,26.0,17.0,29.0,,2693.3,2.69,1.849133537206932,0.133
fs206_LS3-BSL_SP,figshare:10.6084/m9.figshare.32955851,doi10.1061(asce)1090-0241(2005)1318(1034),SP,43.0,26.0,17.0,34.0,,592.5,2.69,1.6615698267074417,0.18
fs206_LS3-RBSL_RSP,figshare:10.6084/m9.figshare.32955851,doi10.1061(asce)1090-0241(2005)1318(1034),RSP,43.0,26.0,17.0,34.0,,355.2,2.69,1.604485219164118,0.193
fs206_Mudipu_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,31.4,19.4,12.0,5.0,,2693.3,2.55,1.783893985728848,0.1119999999999999
fs206_Mudipu_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,31.4,19.4,12.0,5.0,,592.5,2.55,1.5596330275229358,0.122
fs206_Mundkoor_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,29.2,18.7,10.5,4.1,,2693.3,2.58,1.7940876656472988,0.105
fs206_Mundkoor_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,29.2,18.7,10.5,29.0,,592.5,2.58,1.6615698267074417,0.11
fs206_Murude shwara_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,34.0,25.2,8.8,4.4,,2693.3,2.53,1.7940876656472988,0.123
fs206_Murude shwara_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,34.0,25.2,8.8,4.4,,592.5,2.53,1.6411824668705404,0.145
fs206_Nanjangud (S2)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110216,MP,46.0,23.0,23.0,60.0,,2693.3,2.7,1.89,0.138
fs206_Nanjangud (S2)_SP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110209,SP,46.0,23.0,23.0,60.0,,592.5,2.7,1.779816513761468,0.185
fs206_Neralakatte_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,35.4,24.9,10.5,2.6,,2693.3,2.67,1.8654434250764529,0.104
fs206_Neralakatte_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,35.4,24.9,10.5,2.6,,592.5,2.67,1.7023445463812434,0.119
fs206_Niddodi_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,37.4,23.2,14.2,4.9,,2693.3,2.81,1.8042813455657487,0.073
fs206_Niddodi_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,37.4,23.2,14.2,29.0,,592.5,2.81,1.6411824668705404,0.078
fs206_Sasthana_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,36.2,26.700000000000003,9.5,2.4,,2693.3,2.49,1.7737003058103973,0.109
fs206_Sasthana_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,36.2,26.700000000000003,9.5,2.4,,592.5,2.49,1.7023445463812434,0.126
fs206_Shirva_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,37.7,25.200000000000003,12.5,4.9,,2693.3,2.55,1.8042813455657487,0.074
fs206_Shirva_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,37.7,25.200000000000003,12.5,4.9,,592.5,2.55,1.5902140672782874,0.086
fs206_Silty clay 1_MP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.118,MP,39.7,7.700000000000003,32.0,69.2,,2693.3,2.7,2.038735983690112,0.108
fs206_Silty clay 1_RSP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.115,RSP,39.7,7.700000000000003,32.0,69.2,,355.2,2.7,1.7125382262996942,0.178
fs206_Silty clay 1_SP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.116,SP,39.7,7.700000000000003,32.0,69.2,,592.5,2.7,1.7940876656472988,0.156
fs206_Silty clay 2_MP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.122,MP,42.3,6.099999999999994,36.2,75.8,,2693.3,2.69,1.9673802242609584,0.119
fs206_Silty clay 2_RSP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.119,RSP,42.3,6.099999999999994,36.2,75.8,,355.2,2.69,1.6921508664627931,0.191
fs206_Silty clay 2_SP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.120,SP,42.3,6.099999999999994,36.2,75.8,,592.5,2.69,1.783893985728848,0.165
fs206_Silty clay 3_MP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.126,MP,47.5,15.8,31.7,71.0,,2693.3,2.64,1.6717635066258918,0.181
fs206_Silty clay 3_RSP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.123,RSP,47.5,15.8,31.7,71.0,,355.2,2.64,1.4882772680937817,0.24
fs206_Silty clay 3_SP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.124,SP,47.5,15.8,31.7,71.0,,592.5,2.64,1.5392456676860344,0.22
fs206_Soil A_MP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430605,MP,70.0,32.0,38.0,94.0,,2693.3,2.8,1.743119266055046,0.146
fs206_Soil A_RSP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430603,RSP,70.0,32.0,38.0,94.0,,355.2,2.8,1.4780835881753311,0.2319999999999999
fs206_Soil A_SP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430604,SP,70.0,32.0,38.0,94.0,,592.5,2.8,1.5698267074413863,0.241
fs206_Soil C_MP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430608,MP,27.0,12.0,15.0,76.0,,2693.3,2.75,2.0897043832823647,0.073
fs206_Soil C_RSP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430606,RSP,27.0,12.0,15.0,76.0,,355.2,2.75,1.8960244648318043,0.132
fs206_Soil C_SP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430607,SP,27.0,12.0,15.0,76.0,,592.5,2.75,1.9367991845056065,0.119
fs206_Soil D_MP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430611,MP,35.0,16.0,19.0,89.0,,2693.3,2.8,1.9775739041794085,0.136
fs206_Soil D_RSP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430609,RSP,35.0,16.0,19.0,89.0,,355.2,2.8,1.7329255861365953,0.182
fs206_Soil D_SP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430610,SP,35.0,16.0,19.0,89.0,,592.5,2.8,1.7737003058103973,0.181
fs206_Soil E_MP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430614,MP,53.0,12.0,41.0,88.0,,2693.3,2.9,2.028542303771661,0.119
fs206_Soil E_RSP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430612,RSP,53.0,12.0,41.0,88.0,,355.2,2.9,1.7023445463812434,0.187
fs206_Soil E_SP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430613,SP,53.0,12.0,41.0,88.0,,592.5,2.9,1.82466870540265,0.16
fs206_Soil F_MP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430617,MP,67.0,21.0,46.0,94.0,,2693.3,2.8,1.875637104994903,0.16
fs206_Soil F_RSP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430615,RSP,67.0,21.0,46.0,94.0,,355.2,2.8,1.6106014271151885,0.233
fs206_Soil F_SP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430616,SP,67.0,21.0,46.0,94.0,,592.5,2.8,1.6513761467889907,0.214
fs206_Soil G_MP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430620,MP,29.0,13.0,16.0,52.0,,2693.3,2.68,2.069317023445464,0.103
fs206_Soil G_RSP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430618,RSP,29.0,13.0,16.0,52.0,,355.2,2.68,1.885830784913353,0.125
fs206_Soil G_SP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430619,SP,29.0,13.0,16.0,52.0,,592.5,2.68,1.9367991845056065,0.111
fs206_Soil H_MP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430623,MP,37.0,17.0,20.0,81.0,,2693.3,2.78,1.99796126401631,0.121
fs206_Soil H_RSP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430621,RSP,37.0,17.0,20.0,81.0,,355.2,2.78,1.7125382262996942,0.151
fs206_Soil H_SP,figshare:10.6084/m9.figshare.32955851,https://doi.org/10.1346/CCMN.1995.0430622,SP,37.0,17.0,20.0,81.0,,592.5,2.78,1.783893985728848,0.135
