record_id,source,reference_or_doi,test_standard,energy_kJm3,gravel_pct,sand_pct,silt_pct,clay_pct,fines_pct,D10,D30,D50,D60,Cu,Cc,LL,PL,PI,uscs,Gs,Gs_imputed,MDD_Mgm3,OMC_frac,S_opt
ltpp-48-0161-c1-L3-t2,ltpp-sdr39,LTPP SDR39 section 48-0161,SP,592.5,51.0,42.5,,,6.5,0.1481771092736082,1.0569638772130985,4.991094033602793,8.18874180184629,55.26320389153916,0.9207081649236954,,,0.0,,2.68,True,1.9494469471,0.08,0.5721164586187167
ltpp-48-0162-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-0162,SP,592.5,1.0,92.8,12.5,1.0,6.2,0.0793656793760225,0.1068947288050356,0.1439725979307147,0.1670865982427797,2.105275221688064,0.8616645466772868,,,0.0,,2.68,True,1.6947533854,0.14,0.6453932048883388
ltpp-48-0163-c1-L3-t2,ltpp-sdr39,LTPP SDR39 section 48-0163,SP,592.5,48.0,35.4,,,16.6,,0.7389548128382999,4.1581409576188735,6.874528877841796,,,21.0,17.0,4.0,,2.68,True,2.0775946511,0.09,0.8318582010607376
ltpp-48-0164-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-0164,SP,592.5,1.0,90.4,12.5,7.9,8.6,0.0767413347211253,0.1065198539993006,0.1478535568512709,0.1741936758160521,2.2698807161624743,0.8487883165598031,,,0.0,,2.68,True,1.6947533854,0.12,0.5531941756185761
ltpp-48-0164-c1-L3-t2,ltpp-sdr39,LTPP SDR39 section 48-0164,SP,592.5,58.0,27.6,,,14.4,,0.8253984946008351,8.270230351313181,14.37224269736208,,,38.0,20.0,18.0,,2.68,True,1.9942986435,0.1,0.7794530831703264
ltpp-48-0167-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-0167,SP,592.5,2.0,89.9,17.6,2.1,8.1,0.0140603681396203,0.0074362723301212,0.0787914607292914,0.1919801103515535,13.653988888852586,0.020486022401285,,,0.0,,2.68,True,1.7091700021,0.13,0.6133667377601745
ltpp-48-0167-c1-L4-t2,ltpp-sdr39,LTPP SDR39 section 48-0167,SP,592.5,55.0,34.6,,,10.4,,1.4672421091215282,5.8988246073490505,9.09723116663645,,,35.0,27.0,8.0,,2.68,True,1.7796512393,0.15,0.7946029687899806
ltpp-48-0801-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-0801,SP,592.5,3.0,45.1,40.3,8.0,51.9,0.0036956995948445,0.0338607284862458,0.070000008511844,0.0935410881834476,25.31079320243868,3.316603193412936,31.0,18.0,13.0,,2.704,False,1.8501324765,0.12,0.703072747765327
ltpp-48-0801-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-0801,SP,592.5,3.0,45.1,40.3,8.0,51.9,0.0036956995948445,0.0338607284862458,0.070000008511844,0.0935410881834476,25.31079320243868,3.316603193412936,31.0,18.0,13.0,,2.704,False,1.8853730951,0.13,0.8095829081875954
ltpp-48-0801-c1-L2-t1,ltpp-sdr39,LTPP SDR39 section 48-0801,SP,592.5,20.0,62.5,1.7,8.6,17.5,0.007261561095402,0.1455794528795018,0.7667135623307336,1.6030180585631175,220.753917443198,1.8206721758245847,,,0.0,,2.705,False,1.665920152,0.19,0.8239979475767872
ltpp-48-0801-c1-L2-t2,ltpp-sdr39,LTPP SDR39 section 48-0801,SP,592.5,20.0,62.5,1.7,8.6,17.5,0.007261561095402,0.1455794528795018,0.7667135623307336,1.6030180585631175,220.753917443198,1.8206721758245847,,,0.0,,2.705,False,1.665920152,0.18,0.78062963454643
ltpp-48-0801-c1-L3-t1,ltpp-sdr39,LTPP SDR39 section 48-0801,SP,592.5,50.0,36.0,,,14.0,,0.5632319797173385,4.75,8.095713766071459,,,,,0.0,,2.684,False,2.210547894,0.07,0.8772117243992568
ltpp-48-0801-c1-L3-t2,ltpp-sdr39,LTPP SDR39 section 48-0801,SP,592.5,50.0,36.0,,,14.0,,0.5632319797173385,4.75,8.095713766071459,,,,,0.0,,2.684,False,2.210547894,0.06,0.7518957637707915
ltpp-48-0802-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-0802,SP,592.5,5.0,44.5,32.6,11.7,50.5,,0.0279992917339834,0.0732190907216778,0.0976625693732193,,,29.0,23.0,6.0,,2.7,False,1.8517343228,0.12,0.7072806748088474
ltpp-48-0802-c1-L2-t1,ltpp-sdr39,LTPP SDR39 section 48-0802,SP,592.5,20.0,52.1,0.2,9.2,27.9,0.0037747836442701,0.0830183638430094,0.2940911061071757,0.9785438077836726,259.2317600159732,1.8658468860576896,,,0.0,,2.687,False,1.76203093,0.16,0.8189812632606192
ltpp-48-0802-c1-L3-t1,ltpp-sdr39,LTPP SDR39 section 48-0802,SP,592.5,41.0,41.8,,,17.2,,0.18,2.340628403733964,5.058945174839823,,,,,0.0,,2.69,False,2.194529431,0.07,0.834015010601568
ltpp-48-1039-c2-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1039,SP,592.5,0.0,6.299999999999997,39.7,54.0,93.7,0.001136962905098,0.0014697344922755,0.0018999032141671,0.0032757874139081,2.8811735186960226,0.579983672353313,56.0,24.0,32.0,,2.657,False,1.569809374,0.23,0.8823900644495993
ltpp-48-1039-c2-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1039,SP,592.5,0.0,6.299999999999997,39.7,54.0,93.7,0.001136962905098,0.0014697344922755,0.0018999032141671,0.0032757874139081,2.8811735186960226,0.579983672353313,56.0,24.0,32.0,,2.657,False,1.553790911,0.23,0.8607046235287228
ltpp-48-1039-c2-L3-t1,ltpp-sdr39,LTPP SDR39 section 48-1039,SP,592.5,33.0,45.6,,,21.4,,0.2035048910384519,1.1934831919273372,2.5925615743804724,,,,,0.0,,2.677,False,1.76203093,0.18,0.927957295791212
ltpp-48-1039-c2-L3-t2,ltpp-sdr39,LTPP SDR39 section 48-1039,SP,592.5,33.0,45.6,,,21.4,,0.2035048910384519,1.1934831919273372,2.5925615743804724,,,,,0.0,,2.677,False,1.778049393,0.17,0.9001300983162582
ltpp-48-1046-c2-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1046,SP,592.5,0.0,18.0,51.0,31.0,82.0,0.0012505655196145,0.0019557770726708,0.0119272466331892,0.0250326601548633,20.017072086377546,0.1221870691468121,36.0,21.0,15.0,,2.645,False,1.649901689,0.19,0.8332423888587527
ltpp-48-1046-c2-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1046,SP,592.5,0.0,18.0,51.0,31.0,82.0,0.0012505655196145,0.0019557770726708,0.0119272466331892,0.0250326601548633,20.017072086377546,0.1221870691468121,36.0,21.0,15.0,,2.645,False,1.6018463,0.2,0.8123219931060977
ltpp-48-1046-c2-L2-t1,ltpp-sdr39,LTPP SDR39 section 48-1046,SP,592.5,25.0,42.6,,,32.4,,,0.2178648995374779,0.6075944404148316,,,,,0.0,,2.629,False,2.018326338,0.09,0.7820153783448748
ltpp-48-1046-c2-L2-t2,ltpp-sdr39,LTPP SDR39 section 48-1046,SP,592.5,25.0,42.6,,,32.4,,,0.2178648995374779,0.6075944404148316,,,,,0.0,,2.629,False,1.986289412,0.1,0.8124893165985936
ltpp-48-1046-c2-L3-t1,ltpp-sdr39,LTPP SDR39 section 48-1046,SP,592.5,51.0,35.3,,,13.7,,0.5585863188666729,5.058945174839823,9.500000000000002,,,,,0.0,,2.578,False,2.162492505,0.07,0.9391970112411574
ltpp-48-1046-c2-L3-t2,ltpp-sdr39,LTPP SDR39 section 48-1046,SP,592.5,51.0,35.3,,,13.7,,0.5585863188666729,5.058945174839823,9.500000000000002,,,,,0.0,,2.578,False,2.194529431,0.06,0.8852043411630891
ltpp-48-1047-c2-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1047,SP,592.5,6.0,17.099999999999994,40.9,36.0,76.9,0.0012123260668135,0.0017817974362806,0.0119896850063788,0.0282768612729254,23.3244685955222,0.0926117338510044,43.0,17.0,26.0,,2.632,False,1.729994004,0.18,0.9086435821597796
ltpp-48-1047-c2-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1047,SP,592.5,6.0,17.099999999999994,40.9,36.0,76.9,0.0012123260668135,0.0017817974362806,0.0119896850063788,0.0282768612729254,23.3244685955222,0.0926117338510044,43.0,17.0,26.0,,2.632,False,1.729994004,0.14,0.7067227861242731
ltpp-48-1047-c2-L3-t1,ltpp-sdr39,LTPP SDR39 section 48-1047,SP,592.5,52.0,35.6,,,12.4,,0.4681973989367378,5.331694729469523,9.500000000000002,,,,,0.0,,2.68,True,2.226566357,0.07,0.9212017128010056
ltpp-48-1047-c2-L3-t2,ltpp-sdr39,LTPP SDR39 section 48-1047,SP,592.5,52.0,35.6,,,12.4,,0.4681973989367378,5.331694729469523,9.500000000000002,,,,,0.0,,2.68,True,2.258603283,0.06,0.8618562823459293
ltpp-48-1048-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1048,SP,592.5,18.0,58.1,13.9,10.0,23.9,0.002,0.0906981071111605,0.1691263229413177,0.253816046459877,126.9080232299385,16.204938080713365,,,0.0,,2.708,False,1.954252486,0.1,0.7021072220860418
ltpp-48-1048-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1048,SP,592.5,18.0,58.1,13.9,10.0,23.9,0.002,0.0906981071111605,0.1691263229413177,0.253816046459877,126.9080232299385,16.204938080713365,,,0.0,,2.708,False,1.938234023,0.1,0.6818614866221866
ltpp-48-1049-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1049,SP,592.5,0.0,49.9,24.1,26.0,50.1,0.0013055116977098,0.0038257812688402,0.0740053245834172,0.0954796026629651,73.13576954573442,0.1174218456611808,32.0,23.0,9.0,,2.775,False,1.681938615,0.2,0.8540013801008991
ltpp-48-1049-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1049,SP,592.5,0.0,49.9,24.1,26.0,50.1,0.0013055116977098,0.0038257812688402,0.0740053245834172,0.0954796026629651,73.13576954573442,0.1174218456611808,32.0,23.0,9.0,,2.775,False,1.361569355,0.33,0.8821495000493994
ltpp-48-1050-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1050,SP,592.5,2.0,57.6,22.4,18.0,40.4,0.0014697344922755,0.02,0.1070837233536827,0.1551779183781562,105.58227978843529,1.7538448954550865,32.0,17.0,15.0,,2.667,False,1.746012467,0.14,0.707855548060345
ltpp-48-1050-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1050,SP,592.5,2.0,57.6,22.4,18.0,40.4,0.0014697344922755,0.02,0.1070837233536827,0.1551779183781562,105.58227978843529,1.7538448954550865,32.0,17.0,15.0,,2.667,False,1.537772448,0.24,0.8716554841161368
ltpp-48-1050-c1-L3-t1,ltpp-sdr39,LTPP SDR39 section 48-1050,SP,592.5,54.0,31.8,,,14.2,,1.357906068717044,5.420416472471562,7.540154996848948,,,,,0.0,,2.57,False,2.114437116,0.07,0.8349829420440673
ltpp-48-1056-c2-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1056,SP,592.5,0.0,19.099999999999994,,,80.9,,,,,,,32.0,14.0,18.0,,2.74,False,1.746012467,0.16,0.7700819578919204
ltpp-48-1056-c2-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1056,SP,592.5,0.0,19.099999999999994,,,80.9,,,,,,,32.0,14.0,18.0,,2.74,False,1.697957078,0.18,0.8036448529992509
ltpp-48-1060-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1060,SP,592.5,0.0,69.3,13.7,17.0,30.7,0.001503406653856,0.0637626261005338,0.1997554965793233,0.2591578221985969,172.38038792357915,10.434979520530026,19.0,18.0,1.0,,2.694,False,1.874160171,0.13,0.8006056205981424
ltpp-48-1060-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1060,SP,592.5,0.0,69.3,13.7,17.0,30.7,0.001503406653856,0.0637626261005338,0.1997554965793233,0.2591578221985969,172.38038792357915,10.434979520530026,19.0,18.0,1.0,,2.694,False,1.76203093,0.13,0.662144798758826
ltpp-48-1060-c1-L3-t1,ltpp-sdr39,LTPP SDR39 section 48-1060,SP,592.5,48.0,44.9,,,7.1,0.108357803030029,0.6534820616193201,3.919338796730232,7.058472873400506,65.1404206805891,0.5583369886842796,,,0.0,,2.614,False,2.130455579,0.08,0.9213649280848178
ltpp-48-1060-c1-L3-t2,ltpp-sdr39,LTPP SDR39 section 48-1060,SP,592.5,48.0,44.9,,,7.1,0.108357803030029,0.6534820616193201,3.919338796730232,7.058472873400506,65.1404206805891,0.5583369886842796,,,0.0,,2.614,False,2.114437116,0.08,0.8851159761058631
ltpp-48-1061-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1061,SP,592.5,0.0,19.3,42.7,38.0,80.7,,,0.0085626647974387,0.0236424337884914,,,36.0,16.0,20.0,,2.68,True,1.697957078,0.19,0.8804093230026863
ltpp-48-1061-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1061,SP,592.5,0.0,19.3,42.7,38.0,80.7,,,0.0085626647974387,0.0236424337884914,,,36.0,16.0,20.0,,2.68,True,1.617864763,0.22,0.8980900275553139
ltpp-48-1061-c1-L2-t1,ltpp-sdr39,LTPP SDR39 section 48-1061,SP,592.5,32.0,42.8,,,25.2,,0.1151561608606624,0.789669485529642,2.201762127809439,,,28.0,20.0,8.0,,2.642,False,2.066381727,0.08,0.7587501340818623
ltpp-48-1061-c1-L2-t2,ltpp-sdr39,LTPP SDR39 section 48-1061,SP,592.5,32.0,42.8,,,25.2,,0.1151561608606624,0.789669485529642,2.201762127809439,,,28.0,20.0,8.0,,2.642,False,2.018326338,0.09,0.7695012085497366
ltpp-48-1065-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1065,SP,592.5,0.0,7.5,55.5,37.0,92.5,0.0012060337413635,0.0017541970440805,0.0058252653098174,0.0132574063236528,10.992566682806029,0.1924592213273099,34.0,17.0,17.0,,2.701,False,1.585827837,0.21,0.8065995881792559
ltpp-48-1065-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1065,SP,592.5,0.0,7.5,55.5,37.0,92.5,0.0012060337413635,0.0017541970440805,0.0058252653098174,0.0132574063236528,10.992566682806029,0.1924592213273099,34.0,17.0,17.0,,2.701,False,1.681938615,0.16,0.7132706651016907
ltpp-48-1065-c1-L2-t1,ltpp-sdr39,LTPP SDR39 section 48-1065,SP,592.5,58.0,29.3,,,12.7,,0.5157854220497102,6.46375250082829,9.500000000000002,,,,,0.0,,2.62,False,1.986289412,0.1,0.8212074025564492
ltpp-48-1065-c1-L2-t2,ltpp-sdr39,LTPP SDR39 section 48-1065,SP,592.5,58.0,29.3,,,12.7,,0.5157854220497102,6.46375250082829,9.500000000000002,,,,,0.0,,2.62,False,2.08240019,0.07,0.7104023992233183
ltpp-48-1068-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1068,SP,592.5,0.0,6.0,55.1,38.9,94.0,0.0011950486978315,0.0017066985086643,0.0051359890791515,0.0120123445796084,10.051761573738156,0.2029084967254943,43.0,18.0,25.0,,2.665,False,1.681938615,0.19,0.8663239454830685
ltpp-48-1068-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1068,SP,592.5,0.0,6.0,55.1,38.9,94.0,0.0011950486978315,0.0017066985086643,0.0051359890791515,0.0120123445796084,10.051761573738156,0.2029084967254943,43.0,18.0,25.0,,2.665,False,1.649901689,0.2,0.8663176666806612
ltpp-48-1068-c1-L3-t1,ltpp-sdr39,LTPP SDR39 section 48-1068,SP,592.5,62.0,25.8,,,12.2,,1.6030180585631175,7.058472873400506,9.794145228292424,,,,,0.0,,2.569,False,2.178510968,0.06,0.8599362673201026
ltpp-48-1069-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1069,SP,592.5,0.0,9.400000000000006,33.6,57.0,90.6,0.0011293076756204,0.0014402465375387,0.0018367980079057,0.0025178508235883,2.2295525638794067,0.7295102595824308,76.0,34.0,42.0,,2.68,False,1.44166167,0.29,0.9048088254879424
ltpp-48-1069-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1069,SP,592.5,0.0,9.400000000000006,33.6,57.0,90.6,0.0011293076756204,0.0014402465375387,0.0018367980079057,0.0025178508235883,2.2295525638794067,0.7295102595824308,76.0,34.0,42.0,,2.68,False,1.425643207,0.29,0.8833291346319515
ltpp-48-1070-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1070,SP,592.5,2.0,11.099999999999994,27.9,59.0,86.9,0.001124662030261,0.0014225452816132,0.0017993272857006,0.0022900951398765,2.036251850118026,0.7856997966458587,66.0,26.0,40.0,,2.621,False,1.345550892,0.3,0.829516959746543
ltpp-48-1070-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1070,SP,592.5,2.0,11.099999999999994,27.9,59.0,86.9,0.001124662030261,0.0014225452816132,0.0017993272857006,0.0022900951398765,2.036251850118026,0.7856997966458587,66.0,26.0,40.0,,2.621,False,1.377587818,0.3,0.8711490179797838
ltpp-48-1076-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1076,SP,592.5,0.0,74.4,16.0,9.6,25.6,0.0022729273327714,0.0819611465746826,0.1226932241344436,0.1501159558399038,66.04520684647795,19.68809259953471,,,0.0,,2.636,False,1.92221556,0.11,0.7808598682504202
ltpp-48-1076-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1076,SP,592.5,0.0,74.4,16.0,9.6,25.6,0.0022729273327714,0.0819611465746826,0.1226932241344436,0.1501159558399038,66.04520684647795,19.68809259953471,,,0.0,,2.636,False,1.890178634,0.09,0.6012511836918332
ltpp-48-1076-c1-L2-t2,ltpp-sdr39,LTPP SDR39 section 48-1076,SP,592.5,57.0,30.3,,,12.7,,0.2636950802804186,6.899008566543046,10.897247358851684,,,26.0,21.0,5.0,,2.68,True,1.986289412,0.09,0.6906237478018716
ltpp-48-1077-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1077,SP,592.5,6.0,42.2,41.8,10.0,51.8,0.002,0.0342775783314148,0.0703045846832154,0.1009004659413455,50.45023297067276,5.8223337489308165,,,0.0,,2.627,False,1.906197097,0.1,0.6947224758636967
ltpp-48-1077-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1077,SP,592.5,6.0,42.2,41.8,10.0,51.8,0.002,0.0342775783314148,0.0703045846832154,0.1009004659413455,50.45023297067276,5.8223337489308165,,,0.0,,2.627,False,1.826104782,0.11,0.6588745780906139
ltpp-48-1077-c1-L2-t1,ltpp-sdr39,LTPP SDR39 section 48-1077,SP,592.5,59.0,31.7,,,9.3,0.0854453571881833,1.0489695585194978,7.988515944910289,12.500000000000002,146.29232542700038,1.0302136204098038,,,0.0,,2.6,False,2.24258482,0.05,0.8156789160438003
ltpp-48-1077-c1-L2-t2,ltpp-sdr39,LTPP SDR39 section 48-1077,SP,592.5,59.0,31.7,,,9.3,0.0854453571881833,1.0489695585194978,7.988515944910289,12.500000000000002,146.29232542700038,1.0302136204098038,,,0.0,,2.6,False,2.226566357,0.05,0.7751139508606083
ltpp-48-1087-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1087,SP,592.5,4.0,90.2,,,5.8,0.0825780443741459,0.1305954574474907,0.2361014990829558,0.3710870598162075,4.493773891458125,0.5565648027122491,,,0.0,,2.676,False,1.970270949,0.12,0.8965103622223992
ltpp-48-1087-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1087,SP,592.5,4.0,90.2,,,5.8,0.0825780443741459,0.1305954574474907,0.2361014990829558,0.3710870598162075,4.493773891458125,0.5565648027122491,,,0.0,,2.676,False,1.794067856,0.11,0.5988009595579044
ltpp-48-1087-c1-L2-t1,ltpp-sdr39,LTPP SDR39 section 48-1087,SP,592.5,22.0,54.8,,,23.2,,0.092910024439198,0.1744198231193008,0.789669485529642,,,19.0,17.0,2.0,,2.923,False,2.24258482,0.09,0.8670541250966795
ltpp-48-1087-c1-L2-t2,ltpp-sdr39,LTPP SDR39 section 48-1087,SP,592.5,22.0,54.8,,,23.2,,0.092910024439198,0.1744198231193008,0.789669485529642,,,19.0,17.0,2.0,,2.923,False,2.210547894,0.09,0.8162356873917079
ltpp-48-1092-c2-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1092,SP,592.5,9.0,31.0,42.3,17.7,60.0,0.0014793585424905,0.0049431210024865,0.0225535367807917,0.075,50.69764891054249,0.2202255869095544,38.0,25.0,13.0,,2.733,False,1.649901689,0.2,0.8326448800153287
ltpp-48-1092-c2-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1092,SP,592.5,9.0,31.0,42.3,17.7,60.0,0.0014793585424905,0.0049431210024865,0.0225535367807917,0.075,50.69764891054249,0.2202255869095544,38.0,25.0,13.0,,2.733,False,1.505735522,0.24,0.8047507780879809
ltpp-48-1092-c2-L2-t1,ltpp-sdr39,LTPP SDR39 section 48-1092,SP,592.5,57.0,29.9,,,13.1,,0.504808694407616,6.899008566543046,10.897247358851684,,,17.0,13.0,4.0,,2.65,False,2.210547894,0.06,0.7998075566077731
ltpp-48-1092-c2-L2-t2,ltpp-sdr39,LTPP SDR39 section 48-1092,SP,592.5,57.0,29.9,,,13.1,,0.504808694407616,6.899008566543046,10.897247358851684,,,17.0,13.0,4.0,,2.65,False,2.24258482,0.06,0.875202996559922
ltpp-48-1092-c2-L3-t1,ltpp-sdr39,LTPP SDR39 section 48-1092,SP,592.5,46.0,33.7,,,20.3,,0.6763651927329056,3.8752718269145694,6.393025915003692,,,17.0,16.0,1.0,,2.639,False,2.050363264,0.1,0.9192271434611924
ltpp-48-1092-c2-L3-t2,ltpp-sdr39,LTPP SDR39 section 48-1092,SP,592.5,46.0,33.7,,,20.3,,0.6763651927329056,3.8752718269145694,6.393025915003692,,,17.0,16.0,1.0,,2.639,False,2.066381727,0.09,0.8570916212793829
ltpp-48-1093-c2-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1093,SP,592.5,50.0,36.2,7.8,6.0,13.8,0.0233226458415022,0.18,4.75,7.540154996848948,323.29758159048066,0.1842412702952058,,,0.0,,2.635,False,1.826104782,0.13,0.7733167153846374
ltpp-48-1093-c2-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1093,SP,592.5,50.0,36.2,7.8,6.0,13.8,0.0233226458415022,0.18,4.75,7.540154996848948,323.29758159048066,0.1842412702952058,,,0.0,,2.635,False,1.842123245,0.13,0.7958605339297028
ltpp-48-1093-c2-L4-t1,ltpp-sdr39,LTPP SDR39 section 48-1093,SP,592.5,50.0,32.4,,,17.6,,0.1276938723832947,4.75,9.8315480535571,,,,,0.0,,2.68,True,1.874160171,0.11,0.6856231207837208
ltpp-48-1093-c2-L4-t2,ltpp-sdr39,LTPP SDR39 section 48-1093,SP,592.5,50.0,32.4,,,17.6,,0.1276938723832947,4.75,9.8315480535571,,,,,0.0,,2.68,True,1.826104782,0.11,0.6304470131528479
ltpp-48-1094-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1094,SP,592.5,20.0,40.4,24.6,15.0,39.6,0.0015874010519682,0.015073807961797,0.2396870922136203,0.6615643461779754,416.7594228047848,0.2163650955397492,28.0,16.0,12.0,,2.656,False,1.826104782,0.14,0.8181982344413028
ltpp-48-1094-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1094,SP,592.5,20.0,40.4,24.6,15.0,39.6,0.0015874010519682,0.015073807961797,0.2396870922136203,0.6615643461779754,416.7594228047848,0.2163650955397492,28.0,16.0,12.0,,2.656,False,1.858141708,0.15,0.9278385195590598
ltpp-48-1094-c1-L2-t2,ltpp-sdr39,LTPP SDR39 section 48-1094,SP,592.5,49.0,33.2,,,17.8,,0.7122010647065323,4.444228791217848,6.393025915003692,,,17.0,15.0,2.0,,2.559,False,2.194529431,0.06,0.9244863028590368
ltpp-48-1096-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1096,SP,592.5,0.0,22.5,39.6,37.9,77.5,0.0012006804504673,0.0017309412131801,0.0068993435887628,0.0191978333719695,15.989127968642604,0.1299825281059428,51.0,28.0,23.0,,2.76,False,1.409624744,0.27,0.7778966287788676
ltpp-48-1096-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1096,SP,592.5,0.0,22.5,39.6,37.9,77.5,0.0012006804504673,0.0017309412131801,0.0068993435887628,0.0191978333719695,15.989127968642604,0.1299825281059428,51.0,28.0,23.0,,2.76,False,1.473698596,0.27,0.8537658361595011
ltpp-48-1096-c1-L3-t1,ltpp-sdr39,LTPP SDR39 section 48-1096,SP,592.5,58.0,25.2,,,16.8,,0.9219544457292888,6.1116582655448015,8.375116922462203,,,19.0,14.0,5.0,,2.68,True,2.226566357,0.06,0.7896014681151475
ltpp-48-1096-c1-L3-t2,ltpp-sdr39,LTPP SDR39 section 48-1096,SP,592.5,58.0,25.2,,,16.8,,0.9219544457292888,6.1116582655448015,8.375116922462203,,,19.0,14.0,5.0,,2.68,True,2.210547894,0.06,0.7571722371934563
ltpp-48-1109-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1109,SP,592.5,2.0,31.0,18.0,49.0,67.0,0.0011519528219624,0.0015286359852052,0.0025178508235883,0.0235930400063821,20.48090820784523,0.0859784399715309,67.0,26.0,41.0,,2.719,False,1.569809374,0.23,0.8542635712540004
ltpp-48-1109-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1109,SP,592.5,2.0,31.0,18.0,49.0,67.0,0.0011519528219624,0.0015286359852052,0.0025178508235883,0.0235930400063821,20.48090820784523,0.0859784399715309,67.0,26.0,41.0,,2.719,False,1.409624744,0.28,0.819608821217926
ltpp-48-1111-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1111,SP,592.5,2.0,47.9,27.0,23.1,50.1,0.0013499448159329,0.0116868282674703,0.0744512854950536,0.0992833712538291,73.54624432200738,1.019062436987039,28.0,15.0,13.0,,2.667,False,1.842123245,0.13,0.7742763344979335
ltpp-48-1111-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1111,SP,592.5,2.0,47.9,27.0,23.1,50.1,0.0013499448159329,0.0116868282674703,0.0744512854950536,0.0992833712538291,73.54624432200738,1.019062436987039,28.0,15.0,13.0,,2.667,False,1.858141708,0.13,0.7964761169570602
ltpp-48-1111-c1-L2-t1,ltpp-sdr39,LTPP SDR39 section 48-1111,SP,592.5,24.0,40.6,,,35.4,,,0.1491099575848643,0.3759123410235158,,,27.0,20.0,7.0,,2.668,False,2.002307875,0.1,0.8024967112987852
ltpp-48-1111-c1-L2-t2,ltpp-sdr39,LTPP SDR39 section 48-1111,SP,592.5,24.0,40.6,,,35.4,,,0.1491099575848643,0.3759123410235158,,,27.0,20.0,7.0,,2.668,False,2.034344801,0.08,0.6852473632516349
ltpp-48-1113-c1-L1-t1,ltpp-sdr39,LTPP SDR39 section 48-1113,SP,592.5,3.0,34.0,22.7,40.3,63.0,0.0011876740552137,0.0016752969899495,0.02,0.0552831154264275,46.54737988401825,0.0427458382125605,45.0,25.0,20.0,,2.794,False,1.697957078,0.19,0.822392514320785
ltpp-48-1113-c1-L1-t2,ltpp-sdr39,LTPP SDR39 section 48-1113,SP,592.5,3.0,34.0,22.7,40.3,63.0,0.0011876740552137,0.0016752969899495,0.02,0.0552831154264275,46.54737988401825,0.0427458382125605,45.0,25.0,20.0,,2.794,False,1.890178634,0.14,0.8180402702224234
ltpp-48-1113-c1-L2-t1,ltpp-sdr39,LTPP SDR39 section 48-1113,SP,592.5,19.0,54.9,,,26.1,,0.0907612741757142,0.2765863337187866,0.7464241481795585,,,,,0.0,,2.975,False,2.162492505,0.1,0.7917976439558871
