record_id,source,reference_or_doi,test_standard,energy_kJm3,gravel_pct,sand_pct,silt_pct,clay_pct,fines_pct,D10,D30,D50,D60,Cu,Cc,LL,PL,PI,uscs,Gs,Gs_imputed,MDD_Mgm3,OMC_frac,S_opt
bio_0000,zenodo:10.5281/zenodo.19242689,"Hoj Village, Papum Pare District, Arunachal Pradesh, India",SP,592.5,,,,,,,,0.36,,,,22.8,,,,2.69,False,1.783,0.1148,0.6070692348401321
bio_0001,zenodo:10.5281/zenodo.19242689,"Hilltop area, Nsukka, Nigeria ",SP,592.5,,26.0,,,,,,0.1,,,,36.5,10.7,25.8,CL,2.65,False,1.73,0.198,0.9866641304347828
bio_0002,zenodo:10.5281/zenodo.19242689,"The center of Afyonkarahisar, Turkey",SP,592.5,,,,,,,,2.276,,,,48.6,23.0,,CL,2.62,False,1.58,0.2189999999999999,0.8717042307692304
bio_0003,zenodo:10.5281/zenodo.19242689," Lianyungang City, Jiangsu Province, China",SP,592.5,,,,,,,,,,,,41.18,19.86,21.32,Silty Clay,2.7,False,1.61,0.2062999999999999,0.8227395412844033
bio_0004,zenodo:10.5281/zenodo.19242689,Kaolinite soil,SP,592.5,,8.0,26.0,66.0,92.0,,,0.0002099999999999,,,,38.3,19.0,19.2,CL,2.68,False,1.58,0.249,0.958514181818182
bio_0005,zenodo:10.5281/zenodo.19242689,"BC soil , North Karnataka, India",SP,592.5,,24.0,51.0,21.0,72.0,,,0.0157,,,,64.0,31.0,33.0,CH,2.5,False,1.77,0.1632,0.9892602739726026
bio_0006,zenodo:10.5281/zenodo.19242689,"Undavalli in Guntur District, Andhra Pradesh ",SP,592.5,,5.0,49.0,46.0,95.0,,,0.003,,,,72.0,27.0,45.0,CH,2.68,False,1.51,0.25,0.8647008547008546
bio_0007,zenodo:10.5281/zenodo.19242689,"Kadipaten, Majalengka, Province of West Java, Indonesia",SP,592.5,,,,,,,,,,,,66.91,21.0,45.58,,2.47,False,1.496,0.2453999999999999,0.9309881396303898
bio_0008,zenodo:10.5281/zenodo.19242689,A factory in Iran,SP,592.5,,0.0,33.0,67.0,100.0,,,0.0101,,,,37.8,19.1,18.7,CL,2.63,False,1.59,0.2362999999999999,0.9501304903846152
bio_0009,zenodo:10.5281/zenodo.19242689,"Gaziantep University campus, Turkey",SP,592.5,,0.0,0.0,100.0,100.0,,,,,,,35.16,28.31,6.85,,2.68,True,1.80796,0.1685,0.9362398247786798
bio_0010,zenodo:10.5281/zenodo.19242689,"Serra Riccò – Genoa, Italy",SP,592.5,,26.9,57.5,15.6,73.1,,,0.018,,,,43.0,28.0,15.0,ML,2.7,False,1.94,0.12,0.827052631578947
bio_0011,zenodo:10.5281/zenodo.19242689,Bentonite + Kaolin (B:K=25:75),SP,592.5,,1.0,46.0,53.0,99.0,,,0.00189,,,,94.5,35.0,59.5,CH,2.73,False,1.57,0.22,0.8128810344827588
bio_0012,zenodo:10.5281/zenodo.19242689,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",SP,592.5,,,,,,,,,,,,59.3,20.9,38.4,medium-expansive soil/ high liquid-limit clay,2.68,False,1.78,0.1438,0.7622039111111111
bio_0013,zenodo:10.5281/zenodo.19242689,Carbonaceous mudstone,SP,592.5,,,,,,,,1.21,,,,34.1,26.7,7.4,ML,2.66,False,2.01,0.1085999999999999,0.8932934769230756
bio_0014,zenodo:10.5281/zenodo.19242689,"Çankırı,Turkey",SP,592.5,,,,10.0,,,,0.0159,,,,40.0,23.0,17.0,CL,2.77,False,1.83,0.15,0.8088989361702129
bio_0015,zenodo:10.5281/zenodo.19242689,Commercial clay,SP,592.5,,,,,,,,0.00045,,,,58.0,40.0,18.0,OH,2.68,True,1.17267,0.405,0.8444176245414078
fs206_100BS0_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,2693.3,,,,,100.0,,,,,,,,49.700000000000045,,,2.78,False,1.3914373088685017,0.306,0.8524410870810026
fs206_100BS0_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,1346.6,,,,,100.0,,,,,,,,49.700000000000045,,,2.78,False,1.3496432212028542,0.317,0.831531407232144
fs206_100BS0_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,355.2,,,,,100.0,,,,,,,,49.700000000000045,,,2.78,False,1.2487257900101936,0.335,0.7594579211545887
fs206_100BS0_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,592.5,,,,,100.0,,,,,,,,49.700000000000045,,,2.78,False,1.2986748216106014,0.3274,0.7979459722814792
fs206_100KS0_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,2693.3,,,,,100.0,,,,,,,72.1,27.62,44.48,,2.74,False,1.5321100917431192,0.2362999999999999,0.8212528786267653
fs206_100KS0_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,1346.6,,,,,100.0,,,,,,,72.1,27.62,44.48,,2.74,False,1.475025484199796,0.276,0.8818148177994101
fs206_100KS0_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,355.2,,,,,100.0,,,,,,,72.1,27.62,44.48,,2.74,False,1.3200815494393474,0.312,0.7947719212600682
fs206_100KS0_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,592.5,,,,,100.0,,,,,,,72.1,27.62,44.48,,2.74,False,1.3832823649337411,0.301,0.8408885299111906
fs206_50BS50_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,2693.3,,,,,50.0,,,,,,,151.6,25.39999999999999,126.2,,2.65,False,1.6819571865443423,0.2098,0.9659879955773178
fs206_50BS50_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,1346.6,,,,,50.0,,,,,,,151.6,25.39999999999999,126.2,,2.65,False,1.6513761467889907,0.216,0.9465502985760218
fs206_50BS50_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,355.2,,,,,50.0,,,,,,,151.6,25.39999999999999,126.2,,2.65,False,1.6106014271151885,0.24,0.98551463737557
fs206_50BS50_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,592.5,,,,,50.0,,,,,,,151.6,25.39999999999999,126.2,,2.65,False,1.6309887869520896,0.2319999999999999,0.9840244085429894
fs206_50KS50_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,2693.3,,,,,50.0,,,,,,,36.2,13.830000000000002,22.37,,2.63,False,1.9367991845056065,0.118,0.8670882166963224
fs206_50KS50_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,1346.6,,,,,50.0,,,,,,,36.2,13.830000000000002,22.37,,2.63,False,1.926605504587156,0.126,0.9076535802791182
fs206_50KS50_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,592.5,,,,,50.0,,,,,,,36.2,13.830000000000002,22.37,,2.63,False,1.8144750254842,0.166,0.9713540742222168
fs206_60BS40_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,2693.3,,,,,60.0,,,,,,,194.9,27.52000000000001,,,2.68,False,1.6615698267074417,0.2188,0.9566860711854908
fs206_60BS40_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,1346.6,,,,,60.0,,,,,,,194.9,27.52000000000001,,,2.68,False,1.6411824668705404,0.226,0.9568873886250344
fs206_60BS40_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,355.2,,,,,60.0,,,,,,,194.9,27.52000000000001,,,2.68,False,1.5902140672782874,0.251,0.981573689527444
fs206_60BS40_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,592.5,,,,,60.0,,,,,,,194.9,27.52000000000001,,,2.68,False,1.6106014271151885,0.241,0.9727479315209516
fs206_60KS40_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,2693.3,,,,,60.0,,,,,,,43.8,16.929999999999996,26.87,,2.65,False,1.9041794087665649,0.132,0.8930860384063422
fs206_60KS40_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,1346.6,,,,,60.0,,,,,,,43.8,16.929999999999996,26.87,,2.65,False,1.855249745158002,0.142,0.8784274995190147
fs206_60KS40_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,355.2,,,,,60.0,,,,,,,43.8,16.929999999999996,26.87,,2.65,False,1.7125382262996942,0.206,0.9972402544446256
fs206_60KS40_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,592.5,,,,,60.0,,,,,,,43.8,16.929999999999996,26.87,,2.65,False,1.7533129459734962,0.1882,0.9751783095549365
fs206_70BS30_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,2693.3,,,,,70.0,,,,,,,,31.78,,,2.71,False,1.6513761467889907,0.2319999999999999,0.980757431319871
fs206_70BS30_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,1346.6,,,,,70.0,,,,,,,,31.78,,,2.71,False,1.5902140672782874,0.237,0.9120911052243492
fs206_70BS30_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,355.2,,,,,70.0,,,,,,,,31.78,,,2.71,False,1.5321100917431192,0.272,0.9587899369109744
fs206_70BS30_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,592.5,,,,,70.0,,,,,,,,31.78,,,2.71,False,1.5524974515800205,0.251,0.9123299926905092
fs206_70KS30_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,2693.3,,,,,70.0,,,,,,,49.07,20.03,29.04,,2.67,False,1.8583078491335367,0.155,0.9474783050975164
fs206_70KS30_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,1346.6,,,,,70.0,,,,,,,49.07,20.03,29.04,,2.67,False,1.8144750254842,0.1694999999999999,0.9598409331919404
fs206_70KS30_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,355.2,,,,,70.0,,,,,,,49.07,20.03,29.04,,2.67,False,1.6554536187563709,0.2289999999999999,0.9976813527987372
fs206_70KS30_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,592.5,,,,,70.0,,,,,,,49.07,20.03,29.04,,2.67,False,1.6819571865443423,0.212,0.9635767123711656
fs206_80BS20_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,2693.3,,,,,80.0,,,,,,,,37.30000000000001,,,2.74,False,1.549439347604485,0.259,0.9235775810401214
fs206_80BS20_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,1346.6,,,,,80.0,,,,,,,,37.30000000000001,,,2.74,False,1.549439347604485,0.266,0.9485391372844488
fs206_80BS20_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,355.2,,,,,80.0,,,,,,,,37.30000000000001,,,2.74,False,1.4424057084607542,0.296,0.9015519977375208
fs206_80BS20_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,592.5,,,,,80.0,,,,,,,,37.30000000000001,,,2.74,False,1.4780835881753311,0.278,0.8922031762444059
fs206_80KS20_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,2693.3,,,,,80.0,,,,,,,55.11,22.11,33.0,,2.7,False,1.7655453618756372,0.183,0.9335455437984074
fs206_80KS20_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,1346.6,,,,,80.0,,,,,,,55.11,22.11,33.0,,2.7,False,1.6717635066258918,0.191,0.8384534549420044
fs206_80KS20_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,355.2,,,,,80.0,,,,,,,55.11,22.11,33.0,,2.7,False,1.549439347604485,0.252,0.9162824488349424
fs206_80KS20_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,592.5,,,,,80.0,,,,,,,55.11,22.11,33.0,,2.7,False,1.5779816513761469,0.245,0.930318887980376
fs206_90BS10_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,2693.3,,,,,90.0,,,,,,,,43.26999999999998,,,2.76,False,1.5005096839959224,0.282,0.9272613551749812
fs206_90BS10_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,1346.6,,,,,90.0,,,,,,,,43.26999999999998,,,2.76,False,1.4597349643221202,0.291,0.901662893160651
fs206_90BS10_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,355.2,,,,,90.0,,,,,,,,43.26999999999998,,,2.76,False,1.397553516819572,0.32,0.9059579816843244
fs206_90BS10_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,592.5,,,,,90.0,,,,,,,,43.26999999999998,,,2.76,False,1.418960244648318,0.302,0.881951290705099
fs206_90KS10_MP,figshare:10.6084/m9.figshare.32955851,Experimental Work,MP,2693.3,,,,,90.0,,,,,,,61.1,24.9,36.2,,2.72,False,1.6462793068297654,0.2052,0.8557727566171719
fs206_90KS10_RMP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RMP,1346.6,,,,,90.0,,,,,,,61.1,24.9,36.2,,2.72,False,1.5361875637104994,0.236,0.832994730134674
fs206_90KS10_RSP,figshare:10.6084/m9.figshare.32955851,Experimental Work,RSP,355.2,,,,,90.0,,,,,,,61.1,24.9,36.2,,2.72,False,1.475025484199796,0.281,0.9055538597582942
fs206_90KS10_SP,figshare:10.6084/m9.figshare.32955851,Experimental Work,SP,592.5,,,,,90.0,,,,,,,61.1,24.9,36.2,,2.72,False,1.490316004077472,0.276,0.909835400225479
fs206_Alevoor_MP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640117,MP,2693.3,,,,,61.0,,,,,,,47.4,41.3,6.1,,2.35,False,1.7227319062181443,0.139,0.8971130251076616
fs206_Alevoor_SP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640107,SP,592.5,,,,,61.0,,,,,,,47.4,41.3,6.1,,2.35,False,1.5188583078491336,0.2019999999999999,0.867483902618507
fs206_Ankola_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,4.3,,,,,,,31.7,22.2,9.5,,2.7,False,1.9062181447502544,0.088,0.5705817387954278
fs206_Apsarakonda_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,2.0,,,,,,,36.0,23.4,12.6,,2.54,False,1.8348623853211008,0.111,0.7336455893832942
fs206_Apsarakonda_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,2.0,,,,,,,36.0,23.4,12.6,,2.54,False,1.6513761467889907,0.131,0.6183481313235597
fs206_Baijpe_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,29.0,,,,,,,26.5,15.1,11.4,,2.89,False,1.9062181447502544,0.104,0.5823780165580407
fs206_Bannur (S5)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110219,MP,2693.3,,,,,100.0,,,,,,,68.0,30.0,38.0,,2.69,False,1.6649999999999998,0.2,0.8739219512195119
fs206_Bannur (S5)_SP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110212,SP,592.5,,,,,100.0,,,,,,,68.0,30.0,38.0,,2.69,False,1.432,0.28,0.8573786963434022
fs206_Behalli_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,4.1,,,,,,,28.1,17.200000000000003,10.9,,2.62,False,1.885830784913353,0.079,0.5316611590902772
fs206_Behalli_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,4.1,,,,,,,28.1,17.200000000000003,10.9,,2.62,False,1.5800203873598369,0.084,0.3343631765697594
fs206_Benjana padavu_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,1.9,,,,,,,34.8,26.9,7.9,,2.7,False,1.8960244648318043,0.138,0.878706732597946
fs206_Benjana padavu_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,1.9,,,,,,,34.8,26.9,7.9,,2.7,False,1.7023445463812434,0.16,0.7371411055481758
fs206_Bentonite + Kaolinite_MP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.142,MP,2693.3,,,,,100.0,,,,,,,150.5,39.2,111.3,,2.58,False,1.600407747196738,0.208,0.8767349996878184
fs206_Bentonite + Kaolinite_RSP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.139,RSP,355.2,,,,,100.0,,,,,,,150.5,39.2,111.3,,2.58,False,1.325178389398573,0.322,0.8773400055240541
fs206_Bentonite + Kaolinite_SP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.140,SP,592.5,,,,,100.0,,,,,,,150.5,39.2,111.3,,2.58,False,1.4067278287461773,0.285,0.8816087160506697
fs206_Bentonite + Weathered clay_MP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.146,MP,2693.3,,,,,88.7,,,,,,,152.8,48.20000000000002,104.6,,2.6,False,1.529051987767584,0.239,0.8872073101085092
fs206_Bentonite + Weathered clay_RSP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.143,RSP,355.2,,,,,88.7,,,,,,,152.8,48.20000000000002,104.6,,2.6,False,1.253822629969419,0.368,0.8911585642889595
fs206_Bentonite + Weathered clay_SP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.144,SP,592.5,,,,,88.7,,,,,,,152.8,48.20000000000002,104.6,,2.6,False,1.3353720693170232,0.326,0.8950153151700788
fs206_Bentonite_MP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.150,MP,2693.3,,,,,100.0,,,,,,,,39.20000000000002,,,2.66,False,1.437308868501529,0.2739999999999999,0.8567725476464405
fs206_Bentonite_RSP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.147,RSP,355.2,,,,,100.0,,,,,,,,39.20000000000002,,,2.66,False,1.2130479102956166,0.387,0.8630111450833414
fs206_Bentonite_SP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.148,SP,592.5,,,,,100.0,,,,,,,,39.20000000000002,,,2.66,False,1.3047910295616718,0.3379999999999999,0.8656314593895261
fs206_Bhatkal_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,2.8,,,,,,,32.0,21.8,10.2,,2.8,False,1.946992864424057,0.103,0.6582743785850861
fs206_Bhatkal_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,2.8,,,,,,,32.0,21.8,10.2,,2.8,False,1.7533129459734962,0.1119999999999999,0.5253135956369296
fs206_Bogadi (S1)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110215,MP,2693.3,,,,,59.0,,,,,,,46.0,22.0,24.0,,2.61,False,1.91,0.1369999999999999,0.9756552857142848
fs206_Bogadi (S1)_SP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110208,SP,592.5,,,,,59.0,,,,,,,46.0,22.0,24.0,,2.61,False,1.6499999999999997,0.17,0.7626093749999997
fs206_Brahmavar_MP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640120,MP,2693.3,,,,,58.5,,,,,,,54.9,45.1,9.8,,2.45,False,1.5902140672782874,0.1939999999999999,0.879089454028098
fs206_Brahmavar_SP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640110,SP,592.5,,,,,58.5,,,,,,,54.9,45.1,9.8,,2.45,False,1.5392456676860344,0.203,0.8405601880351443
fs206_Byndoor_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,4.8,,,,,,,31.8,23.700000000000003,8.1,,2.54,False,1.875637104994903,0.095,0.6812409856691316
fs206_Byndoor_MP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640125,MP,2693.3,,,,,59.5,,,,,,,46.7,37.7,9.0,,2.4,False,1.7125382262996942,0.151,0.9027758007117436
fs206_Byndoor_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,4.8,,,,,,,31.8,23.700000000000003,8.1,,2.54,False,1.7125382262996942,0.109,0.5729972651341562
fs206_Byndoor_SP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640115,SP,592.5,,,,,59.5,,,,,,,46.7,37.7,9.0,,2.4,False,1.5698267074413863,0.1889999999999999,0.8577406679764238
fs206_CFTRI Layout (S6)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110220,MP,2693.3,,,,,100.0,,,,,,,68.0,33.0,35.0,,2.72,False,1.664,0.226,0.9686496969696968
fs206_CFTRI Layout (S6)_SP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110213,SP,592.5,,,,,100.0,,,,,,,68.0,33.0,35.0,,2.72,False,1.361,0.302,0.8226488888888889
fs206_China Clay (S7)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110221,MP,2693.3,,,,,100.0,,,,,,,68.0,30.0,38.0,,2.67,False,1.591,0.212,0.8346335866543095
fs206_China Clay (S7)_SP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110214,SP,592.5,,,,,100.0,,,,,,,68.0,30.0,38.0,,2.67,False,1.34,0.345,0.928075939849624
fs206_Deralakatte_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,2.6,,,,,,,31.1,23.3,7.8,,2.65,False,1.7533129459734962,0.115,0.595884726880009
fs206_Deralakatte_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,2.6,,,,,,,31.1,23.3,7.8,,2.65,False,1.5392456676860344,0.123,0.4516904510622676
fs206_Gunavanthe_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,3.6,,,,,,,35.5,23.1,12.4,,2.61,False,1.946992864424057,0.079,0.6054994541904339
fs206_Gunavanthe_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,3.6,,,,,,,35.5,23.1,12.4,,2.61,False,1.620795107033639,0.091,0.3891560268340185
fs206_Haradi_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,3.6,,,,,,,26.4,17.2,9.2,,2.52,False,1.8348623853211008,0.1159999999999999,0.782860203535082
fs206_Haradi_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,3.6,,,,,,,26.4,17.2,9.2,,2.52,False,1.6819571865443423,0.135,0.6827835352503283
fs206_Hemmadi_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,3.3,,,,,,,34.7,25.200000000000003,9.5,,2.75,False,1.9062181447502544,0.099,0.6150498338870426
fs206_Hemmadi_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,3.3,,,,,,,34.7,25.200000000000003,9.5,,2.75,False,1.6921508664627931,0.105,0.4618887015177066
fs206_Honnavar_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,4.5,,,,,,,35.8,22.3,13.5,,2.55,False,1.926605504587156,0.111,0.8747682119205301
fs206_Honnavar_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,4.5,,,,,,,35.8,22.3,13.5,,2.55,False,1.6921508664627931,0.122,0.613660507397065
fs206_Jantra_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,2.5,,,,,,,35.7,24.1,11.6,,2.6,False,1.9775739041794085,0.071,0.5865116279069764
fs206_Jantra_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,2.5,,,,,,,35.7,24.1,11.6,,2.6,False,1.6411824668705404,0.079,0.3515777163512651
fs206_Kalalagiri_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,4.6,,,,,,,29.6,18.200000000000003,11.4,,2.47,False,1.9367991845056065,0.099,0.8882310207046855
fs206_Kalalagiri_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,4.6,,,,,,,29.6,18.200000000000003,11.4,,2.47,False,1.8144750254842,0.107,0.7315474209650583
fs206_Kandluru_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,3.0,,,,,,,32.6,21.200000000000003,11.4,,2.47,False,1.8348623853211008,0.102,0.7278347537194854
fs206_Kandluru_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,3.0,,,,,,,32.6,21.200000000000003,11.4,,2.47,False,1.7227319062181443,0.123,0.7003954601879757
fs206_Kaolinite_MP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.134,MP,2693.3,,,,,100.0,,,,,,,52.0,34.8,17.2,,2.62,False,1.5698267074413863,0.233,0.9125316922599056
fs206_Kaolinite_RSP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.131,RSP,355.2,,,,,100.0,,,,,,,52.0,34.8,17.2,,2.62,False,1.3455657492354738,0.331,0.915623170322023
fs206_Kaolinite_SP,figshare:10.6084/m9.figshare.32955851,doi:10.3208/sandf.48.132,SP,592.5,,,,,100.0,,,,,,,52.0,34.8,17.2,,2.62,False,1.4271151885830784,0.293,0.91839483174104
fs206_Karwar_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,4.9,,,,,,,30.5,22.1,8.4,,2.47,False,1.885830784913353,0.104,0.8292669307414435
fs206_Karwar_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,4.9,,,,,,,30.5,22.1,8.4,,2.47,False,1.743119266055046,0.113,0.6693285371702637
fs206_Katapadi_SP,figshare:10.6084/m9.figshare.32955851,http://hdl.handle.net/10603/640106,SP,592.5,,,,,47.4,,,,,,,40.4,38.8,1.6,,2.5,False,1.6615698267074417,0.151,0.7481155015197574
fs206_Katpadi_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,4.7,,,,,,,36.4,26.9,9.5,,2.57,False,1.9062181447502544,0.123,0.9077901316092564
fs206_Katpadi_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,4.7,,,,,,,36.4,26.9,9.5,,2.57,False,1.5902140672782874,0.132,0.5505939636068541
fs206_Kollegala (S3)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110217,MP,2693.3,,,,,71.5,,,,,,,55.0,26.0,29.0,,2.74,False,1.7619999999999998,0.174,0.8589479754601224
fs206_Kollegala (S3)_SP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110210,SP,592.5,,,,,71.5,,,,,,,55.0,26.0,29.0,,2.74,False,1.61,0.2319999999999999,0.905703362831858
fs206_Kota_MP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",MP,2693.3,,,,,4.8,,,,,,,38.8,,113.0,,2.58,False,1.8960244648318043,0.107,0.7652561924349459
fs206_Kota_SP,figshare:10.6084/m9.figshare.32955851,"Bhagyashree, udayshankar",SP,592.5,,,,,4.8,,,,,,,38.8,,113.0,,2.58,False,1.6513761467889907,0.122,0.5597391819798456
fs206_Kuderu (S4)_MP,figshare:10.6084/m9.figshare.32955851,DOI: 10.13189/cea.2023.110218,MP,2693.3,,,,,60.0,,,,,,,55.0,27.0,28.0,,2.85,False,1.846,0.144,0.7545800796812748
