curve_id,source_doi,w_pct,rho_d_Mgm3
curve_0082,10.29137/umagd.379757,12.673,1.7739
curve_0082,10.29137/umagd.379757,13.077,1.7842
curve_0082,10.29137/umagd.379757,13.562,1.7933
curve_0082,10.29137/umagd.379757,13.888,1.7997
curve_0082,10.29137/umagd.379757,14.292,1.8062
curve_0082,10.29137/umagd.379757,14.777,1.8113
curve_0082,10.29137/umagd.379757,15.182,1.8152
curve_0082,10.29137/umagd.379757,15.67,1.8165
curve_0082,10.29137/umagd.379757,15.993,1.8178
curve_0082,10.29137/umagd.379757,16.398,1.8165
curve_0082,10.29137/umagd.379757,16.885,1.8152
curve_0082,10.29137/umagd.379757,17.289,1.8113
curve_0082,10.29137/umagd.379757,17.693,1.8062
curve_0082,10.29137/umagd.379757,18.098,1.801
curve_0082,10.29137/umagd.379757,18.505,1.7933
curve_0082,10.29137/umagd.379757,18.91,1.7842
curve_0082,10.29137/umagd.379757,19.395,1.7739
curve_0082,10.29137/umagd.379757,19.718,1.7635
curve_0082,10.29137/umagd.379757,20.124,1.7506
curve_0082,10.29137/umagd.379757,20.61,1.7364
curve_0082,10.29137/umagd.379757,21.014,1.7195
curve_0082,10.29137/umagd.379757,21.418,1.7015
curve_0082,10.29137/umagd.379757,21.826,1.6859
curve_0082,10.29137/umagd.379757,22.23,1.6665
curve_0082,10.29137/umagd.379757,22.715,1.6446
curve_0083,10.29137/umagd.379757,14.616,1.7583
curve_0083,10.29137/umagd.379757,14.858,1.7635
curve_0083,10.29137/umagd.379757,15.101,1.7674
curve_0083,10.29137/umagd.379757,15.347,1.7713
curve_0083,10.29137/umagd.379757,15.589,1.7752
curve_0083,10.29137/umagd.379757,15.832,1.7777
curve_0083,10.29137/umagd.379757,16.074,1.7803
curve_0083,10.29137/umagd.379757,16.398,1.7829
curve_0083,10.29137/umagd.379757,16.64,1.7842
curve_0083,10.29137/umagd.379757,16.885,1.7842
curve_0083,10.29137/umagd.379757,17.127,1.7842
curve_0083,10.29137/umagd.379757,17.37,1.7842
curve_0083,10.29137/umagd.379757,17.613,1.7829
curve_0083,10.29137/umagd.379757,17.855,1.7829
curve_0083,10.29137/umagd.379757,18.098,1.7803
curve_0083,10.29137/umagd.379757,18.34,1.7777
curve_0083,10.29137/umagd.379757,18.586,1.7764
curve_0083,10.29137/umagd.379757,18.829,1.7726
curve_0083,10.29137/umagd.379757,19.152,1.7674
curve_0083,10.29137/umagd.379757,19.395,1.7622
curve_0083,10.29137/umagd.379757,19.637,1.757
curve_0083,10.29137/umagd.379757,19.88,1.7531
curve_0083,10.29137/umagd.379757,20.124,1.7467
curve_0083,10.29137/umagd.379757,20.367,1.7402
curve_0083,10.29137/umagd.379757,20.61,1.7338
curve_0084,10.29137/umagd.379757,13.32,1.673
curve_0084,10.29137/umagd.379757,13.726,1.6859
curve_0084,10.29137/umagd.379757,14.13,1.6975
curve_0084,10.29137/umagd.379757,14.454,1.7053
curve_0084,10.29137/umagd.379757,14.858,1.7144
curve_0084,10.29137/umagd.379757,15.262,1.7221
curve_0084,10.29137/umagd.379757,15.67,1.7286
curve_0084,10.29137/umagd.379757,16.074,1.7351
curve_0084,10.29137/umagd.379757,16.398,1.7377
curve_0084,10.29137/umagd.379757,16.802,1.7415
curve_0084,10.29137/umagd.379757,17.208,1.7428
curve_0084,10.29137/umagd.379757,17.613,1.7441
curve_0084,10.29137/umagd.379757,18.017,1.7428
curve_0084,10.29137/umagd.379757,18.34,1.7415
curve_0084,10.29137/umagd.379757,18.748,1.7389
curve_0084,10.29137/umagd.379757,19.152,1.7351
curve_0084,10.29137/umagd.379757,19.556,1.7299
curve_0084,10.29137/umagd.379757,19.88,1.7247
curve_0084,10.29137/umagd.379757,20.286,1.717
curve_0084,10.29137/umagd.379757,20.69,1.7079
curve_0084,10.29137/umagd.379757,21.095,1.6975
curve_0084,10.29137/umagd.379757,21.499,1.6859
curve_0084,10.29137/umagd.379757,21.826,1.6769
curve_0084,10.29137/umagd.379757,22.23,1.6626
curve_0084,10.29137/umagd.379757,22.634,1.6484
curve_0085,10.29137/umagd.379757,15.589,1.6782
curve_0085,10.29137/umagd.379757,15.832,1.6872
curve_0085,10.29137/umagd.379757,16.074,1.6937
curve_0085,10.29137/umagd.379757,16.236,1.6962
curve_0085,10.29137/umagd.379757,16.478,1.7028
curve_0085,10.29137/umagd.379757,16.721,1.7066
curve_0085,10.29137/umagd.379757,16.966,1.7118
curve_0085,10.29137/umagd.379757,17.208,1.7157
curve_0085,10.29137/umagd.379757,17.37,1.717
curve_0085,10.29137/umagd.379757,17.613,1.7195
curve_0085,10.29137/umagd.379757,17.855,1.7221
curve_0085,10.29137/umagd.379757,18.098,1.7234
curve_0085,10.29137/umagd.379757,18.34,1.7247
curve_0085,10.29137/umagd.379757,18.505,1.7247
curve_0085,10.29137/umagd.379757,18.748,1.7247
curve_0085,10.29137/umagd.379757,18.99,1.7234
curve_0085,10.29137/umagd.379757,19.233,1.7221
curve_0085,10.29137/umagd.379757,19.395,1.7208
curve_0085,10.29137/umagd.379757,19.637,1.7183
curve_0085,10.29137/umagd.379757,19.88,1.7157
curve_0085,10.29137/umagd.379757,20.124,1.7131
curve_0085,10.29137/umagd.379757,20.367,1.7079
curve_0085,10.29137/umagd.379757,20.529,1.704
curve_0085,10.29137/umagd.379757,20.771,1.6988
curve_0085,10.29137/umagd.379757,21.014,1.6937
curve_0086,10.29137/umagd.379757,14.616,1.6316
curve_0086,10.29137/umagd.379757,14.858,1.6393
curve_0086,10.29137/umagd.379757,15.182,1.6497
curve_0086,10.29137/umagd.379757,15.427,1.6562
curve_0086,10.29137/umagd.379757,15.751,1.6639
curve_0086,10.29137/umagd.379757,15.993,1.6704
curve_0086,10.29137/umagd.379757,16.317,1.6769
curve_0086,10.29137/umagd.379757,16.559,1.682
curve_0086,10.29137/umagd.379757,16.885,1.6872
curve_0086,10.29137/umagd.379757,17.127,1.6911
curve_0086,10.29137/umagd.379757,17.451,1.6962
curve_0086,10.29137/umagd.379757,17.693,1.6988
curve_0086,10.29137/umagd.379757,18.017,1.7015
curve_0086,10.29137/umagd.379757,18.259,1.704
curve_0086,10.29137/umagd.379757,18.505,1.7053
curve_0086,10.29137/umagd.379757,18.829,1.7066
curve_0086,10.29137/umagd.379757,19.071,1.7079
curve_0086,10.29137/umagd.379757,19.395,1.7079
curve_0086,10.29137/umagd.379757,19.637,1.7079
curve_0086,10.29137/umagd.379757,19.961,1.7066
curve_0086,10.29137/umagd.379757,20.205,1.7053
curve_0086,10.29137/umagd.379757,20.529,1.7028
curve_0086,10.29137/umagd.379757,20.771,1.7001
curve_0086,10.29137/umagd.379757,21.095,1.6962
curve_0086,10.29137/umagd.379757,21.337,1.6937
curve_0087,10.29137/umagd.379757,18.098,1.5023
curve_0087,10.29137/umagd.379757,18.421,1.5113
curve_0087,10.29137/umagd.379757,18.748,1.5191
curve_0087,10.29137/umagd.379757,19.071,1.5256
curve_0087,10.29137/umagd.379757,19.395,1.5333
curve_0087,10.29137/umagd.379757,19.718,1.5372
curve_0087,10.29137/umagd.379757,20.041,1.5437
curve_0087,10.29137/umagd.379757,20.367,1.5488
curve_0087,10.29137/umagd.379757,20.69,1.5527
curve_0087,10.29137/umagd.379757,21.014,1.5566
curve_0087,10.29137/umagd.379757,21.337,1.5592
curve_0087,10.29137/umagd.379757,21.661,1.5618
curve_0087,10.29137/umagd.379757,21.987,1.5644
curve_0087,10.29137/umagd.379757,22.311,1.5657
curve_0087,10.29137/umagd.379757,22.634,1.5669
curve_0087,10.29137/umagd.379757,22.958,1.5682
curve_0087,10.29137/umagd.379757,23.283,1.5682
curve_0087,10.29137/umagd.379757,23.607,1.5669
curve_0087,10.29137/umagd.379757,23.93,1.5657
curve_0087,10.29137/umagd.379757,24.253,1.5644
curve_0087,10.29137/umagd.379757,24.577,1.5618
curve_0087,10.29137/umagd.379757,24.904,1.5592
curve_0087,10.29137/umagd.379757,25.227,1.5566
curve_0087,10.29137/umagd.379757,25.55,1.5527
curve_0087,10.29137/umagd.379757,25.874,1.5488
curve_0088,10.29137/umagd.379757,24.253,1.4092
curve_0088,10.29137/umagd.379757,24.496,1.4131
curve_0088,10.29137/umagd.379757,24.819,1.4182
curve_0088,10.29137/umagd.379757,25.065,1.4221
curve_0088,10.29137/umagd.379757,25.389,1.4247
curve_0088,10.29137/umagd.379757,25.631,1.4273
curve_0088,10.29137/umagd.379757,25.874,1.4299
curve_0088,10.29137/umagd.379757,26.197,1.4325
curve_0088,10.29137/umagd.379757,26.44,1.4325
curve_0088,10.29137/umagd.379757,26.685,1.4337
curve_0088,10.29137/umagd.379757,27.008,1.4337
curve_0088,10.29137/umagd.379757,27.25,1.4337
curve_0088,10.29137/umagd.379757,27.493,1.4325
curve_0088,10.29137/umagd.379757,27.816,1.4312
curve_0088,10.29137/umagd.379757,28.059,1.4299
curve_0088,10.29137/umagd.379757,28.385,1.4273
curve_0088,10.29137/umagd.379757,28.627,1.4247
curve_0088,10.29137/umagd.379757,28.87,1.4221
curve_0088,10.29137/umagd.379757,29.193,1.417
curve_0088,10.29137/umagd.379757,29.436,1.4131
curve_0088,10.29137/umagd.379757,29.762,1.4066
curve_0088,10.29137/umagd.379757,30.005,1.4027
curve_0088,10.29137/umagd.379757,30.248,1.3975
curve_0088,10.29137/umagd.379757,30.571,1.3885
curve_0088,10.29137/umagd.379757,30.813,1.3833
curve_0089,10.21203/rs.3.rs-6553459/v1,12.294,1.4577
curve_0089,10.21203/rs.3.rs-6553459/v1,13.494,1.5187
curve_0089,10.21203/rs.3.rs-6553459/v1,14.593,1.5727
curve_0089,10.21203/rs.3.rs-6553459/v1,16.293,1.6207
curve_0089,10.21203/rs.3.rs-6553459/v1,18.093,1.6027
curve_0089,10.21203/rs.3.rs-6553459/v1,20.192,1.5897
curve_0089,10.21203/rs.3.rs-6553459/v1,22.392,1.5717
curve_0090,10.21203/rs.3.rs-6553459/v1,13.794,1.4427
curve_0090,10.21203/rs.3.rs-6553459/v1,15.194,1.4927
curve_0090,10.21203/rs.3.rs-6553459/v1,16.493,1.5547
curve_0090,10.21203/rs.3.rs-6553459/v1,18.093,1.5927
curve_0090,10.21203/rs.3.rs-6553459/v1,19.492,1.5837
curve_0090,10.21203/rs.3.rs-6553459/v1,21.692,1.5687
curve_0090,10.21203/rs.3.rs-6553459/v1,23.791,1.5427
curve_0091,10.21203/rs.3.rs-6553459/v1,14.893,1.4227
curve_0091,10.21203/rs.3.rs-6553459/v1,17.293,1.4787
curve_0091,10.21203/rs.3.rs-6553459/v1,18.592,1.5237
curve_0091,10.21203/rs.3.rs-6553459/v1,20.292,1.5727
curve_0091,10.21203/rs.3.rs-6553459/v1,21.792,1.5527
curve_0091,10.21203/rs.3.rs-6553459/v1,23.392,1.5327
curve_0091,10.21203/rs.3.rs-6553459/v1,25.591,1.5137
curve_0092,10.21203/rs.3.rs-6553459/v1,15.493,1.4007
curve_0092,10.21203/rs.3.rs-6553459/v1,17.793,1.4507
curve_0092,10.21203/rs.3.rs-6553459/v1,20.092,1.5017
curve_0092,10.21203/rs.3.rs-6553459/v1,22.192,1.5547
curve_0092,10.21203/rs.3.rs-6553459/v1,23.791,1.5327
curve_0092,10.21203/rs.3.rs-6553459/v1,25.291,1.5187
curve_0092,10.21203/rs.3.rs-6553459/v1,27.191,1.4967
curve_0093,10.21203/rs.3.rs-6553459/v1,16.193,1.3997
curve_0093,10.21203/rs.3.rs-6553459/v1,18.492,1.4367
curve_0093,10.21203/rs.3.rs-6553459/v1,21.692,1.4857
curve_0093,10.21203/rs.3.rs-6553459/v1,23.791,1.5287
curve_0093,10.21203/rs.3.rs-6553459/v1,25.891,1.5037
curve_0093,10.21203/rs.3.rs-6553459/v1,27.091,1.4917
curve_0093,10.21203/rs.3.rs-6553459/v1,28.491,1.4737
curve_0094,10.21203/rs.3.rs-6553459/v1,16.693,1.3747
curve_0094,10.21203/rs.3.rs-6553459/v1,19.593,1.4127
curve_0094,10.21203/rs.3.rs-6553459/v1,22.492,1.4527
curve_0094,10.21203/rs.3.rs-6553459/v1,25.092,1.4947
curve_0094,10.21203/rs.3.rs-6553459/v1,27.491,1.4747
curve_0094,10.21203/rs.3.rs-6553459/v1,29.191,1.4597
curve_0094,10.21203/rs.3.rs-6553459/v1,30.59,1.4457
curve_0095,10.21203/rs.3.rs-6553459/v1,22.492,1.2877
curve_0095,10.21203/rs.3.rs-6553459/v1,24.591,1.3147
curve_0095,10.21203/rs.3.rs-6553459/v1,26.291,1.3497
curve_0095,10.21203/rs.3.rs-6553459/v1,27.191,1.3827
curve_0095,10.21203/rs.3.rs-6553459/v1,29.291,1.3677
curve_0095,10.21203/rs.3.rs-6553459/v1,31.091,1.3547
curve_0095,10.21203/rs.3.rs-6553459/v1,33.39,1.3327
curve_0096,10.36108/laujoces/3202.01.0260,4.321,1.6684
curve_0096,10.36108/laujoces/3202.01.0260,8.045,1.8409
curve_0096,10.36108/laujoces/3202.01.0260,11.769,2.0134
curve_0096,10.36108/laujoces/3202.01.0260,15.493,1.8815
curve_0096,10.36108/laujoces/3202.01.0260,19.217,1.7394
