LL,PL,PI,fines_pct,sand_pct,log_energy,Gs,MDD_Mgm3,OMC_frac
25.0,13.0,12.0,32.0,68.0,6.384350873009287,2.694,1.906197097,0.13
25.0,13.0,12.0,32.0,68.0,6.384350873009287,2.694,1.906197097,0.12
35.0,17.0,18.0,54.4,45.6,6.384350873009287,2.68,1.6771330761,0.17
19.0,14.0,5.0,20.7,79.3,6.384350873009287,2.68,2.0327429547,0.09
23.0,14.0,9.0,28.6,70.4,6.384350873009287,2.68,1.8997897118,0.12
21.0,13.0,8.0,26.6,73.4,6.384350873009287,2.68,2.0471595714,0.1
28.0,25.0,3.0,33.4,45.6,6.384350873009287,2.68,2.08240019,0.08
35.0,28.0,7.0,39.4,37.6,6.384350873009287,2.68,1.954252486,0.1
34.0,24.0,10.0,13.7,83.3,6.384350873009287,2.832,2.066381727,0.09
34.0,24.0,10.0,13.7,83.3,6.384350873009287,2.832,2.08240019,0.1
43.0,26.0,17.0,44.8,43.2,6.384350873009287,2.587,1.890178634,0.14
43.0,26.0,17.0,44.8,43.2,6.384350873009287,2.587,1.6018463,0.22
35.0,23.0,12.0,49.9,44.1,6.384350873009287,2.675,1.842123245,0.16
35.0,23.0,12.0,49.9,44.1,6.384350873009287,2.675,1.842123245,0.15
27.0,15.0,12.0,38.4,54.6,6.384350873009287,2.68,1.874160171,0.13
27.0,15.0,12.0,38.4,54.6,6.384350873009287,2.68,2.050363264,0.1
32.0,25.0,7.0,44.8,53.2,6.384350873009287,2.7,1.906197097,0.13
32.0,25.0,7.0,44.8,53.2,6.384350873009287,2.7,1.858141708,0.13
16.0,13.0,3.0,27.1,71.9,6.384350873009287,2.63,2.034344801,0.09
16.0,13.0,3.0,27.1,71.9,6.384350873009287,2.63,2.002307875,0.1
20.0,19.0,1.0,1.5,98.5,6.384350873009287,2.678,1.954252486,0.11
20.0,19.0,1.0,1.5,98.5,6.384350873009287,2.678,2.002307875,0.1
25.0,21.0,4.0,31.3,60.7,6.384350873009287,2.717,1.986289412,0.1
25.0,21.0,4.0,31.3,60.7,6.384350873009287,2.717,1.954252486,0.12
21.0,18.0,3.0,33.0,63.0,6.384350873009287,2.798,1.986289412,0.1
21.0,18.0,3.0,33.0,63.0,6.384350873009287,2.798,1.970270949,0.11
30.0,19.0,11.0,48.8,48.2,6.384350873009287,2.735,1.906197097,0.13
30.0,19.0,11.0,48.8,48.2,6.384350873009287,2.735,1.938234023,0.12
34.0,27.0,7.0,56.8,36.2,6.384350873009287,2.647,1.890178634,0.14
34.0,27.0,7.0,56.8,36.2,6.384350873009287,2.647,1.842123245,0.15
30.0,14.0,16.0,40.0,60.0,6.384350873009287,2.607,1.810086319,0.15
30.0,14.0,16.0,40.0,60.0,6.384350873009287,2.607,1.986289412,0.08
22.0,13.0,9.0,32.8,67.2,6.384350873009287,2.701,2.002307875,0.1
22.0,13.0,9.0,32.8,67.2,6.384350873009287,2.701,1.92221556,0.13
18.0,13.0,5.0,30.9,67.1,6.384350873009287,2.651,1.970270949,0.1
18.0,13.0,5.0,30.9,67.1,6.384350873009287,2.651,1.874160171,0.13
24.0,16.0,8.0,35.8,64.2,6.384350873009287,2.707,1.938234023,0.11
24.0,16.0,8.0,35.8,64.2,6.384350873009287,2.707,1.92221556,0.12
35.0,22.0,13.0,49.3,43.7,6.384350873009287,2.705,1.746012467,0.16
35.0,22.0,13.0,49.3,43.7,6.384350873009287,2.705,1.842123245,0.15
28.0,17.0,11.0,47.2,51.8,6.384350873009287,2.74,1.858141708,0.14
28.0,17.0,11.0,47.2,51.8,6.384350873009287,2.74,1.906197097,0.12
37.0,22.0,15.0,38.8,53.2,6.384350873009287,2.67,1.826104782,0.14
37.0,16.0,21.0,45.5,33.5,6.384350873009287,2.68,1.409624744,0.32
32.0,20.0,12.0,52.9,36.1,6.384350873009287,2.68,1.649901689,0.21
32.0,20.0,12.0,52.9,36.1,6.384350873009287,2.68,1.617864763,0.24
20.0,18.0,2.0,7.0,25.0,6.384350873009287,2.68,2.194529431,0.06
20.0,18.0,2.0,7.0,25.0,6.384350873009287,2.68,2.194529431,0.08
36.0,22.0,14.0,16.2,21.8,6.384350873009287,2.68,1.826104782,0.15
36.0,22.0,14.0,16.2,21.8,6.384350873009287,2.68,1.746012467,0.17
24.0,19.0,5.0,42.8,21.200000000000003,6.384350873009287,2.68,1.874160171,0.13
24.0,19.0,5.0,42.8,21.200000000000003,6.384350873009287,2.68,1.746012467,0.16
24.0,16.0,8.0,40.0,60.0,6.384350873009287,2.68,1.810086319,0.11
24.0,16.0,8.0,40.0,60.0,6.384350873009287,2.68,1.986289412,0.1
24.0,19.0,5.0,30.4,66.6,6.384350873009287,2.68,1.986289412,0.08
52.0,38.0,14.0,54.1,44.9,6.384350873009287,2.68,1.44166167,0.28
27.0,14.0,13.0,70.6,25.40000000000001,6.384350873009287,2.744,2.002307875,0.11
19.0,14.0,5.0,16.6,36.4,6.384350873009287,2.708,2.24258482,0.06
25.0,15.0,10.0,68.5,26.5,6.384350873009287,2.68,2.002307875,0.11
38.0,16.0,22.0,78.0,20.0,6.384350873009287,2.707,1.7668364689,0.17
18.0,14.0,4.0,14.9,30.1,6.384350873009287,2.718,2.274621746,0.07
33.0,14.0,19.0,73.2,24.8,6.384350873009287,2.735,1.890178634,0.13
20.0,15.0,5.0,18.1,35.9,6.384350873009287,2.717,2.2457885126,0.07
21.0,13.0,8.0,64.1,32.900000000000006,6.384350873009287,2.68,2.002307875,0.11
23.0,13.0,10.0,58.5,37.5,6.384350873009287,2.68,2.018326338,0.09
31.0,18.0,13.0,53.8,27.200000000000003,6.384350873009287,2.68,1.874160171,0.12
31.0,18.0,13.0,53.8,27.200000000000003,6.384350873009287,2.68,1.92221556,0.12
30.0,20.0,10.0,89.9,10.099999999999994,6.384350873009287,2.68,1.778049393,0.14
25.0,16.0,9.0,62.5,26.5,6.384350873009287,2.68,1.874160171,0.13
25.0,16.0,9.0,62.5,26.5,6.384350873009287,2.68,1.92221556,0.1
45.0,20.0,25.0,92.9,7.099999999999994,6.384350873009287,2.68,1.713975541,0.18
37.0,17.0,20.0,86.9,12.099999999999994,6.384350873009287,2.68,1.76203093,0.17
37.0,17.0,20.0,86.9,12.099999999999994,6.384350873009287,2.68,1.746012467,0.18
31.0,21.0,10.0,84.3,14.700000000000005,6.384350873009287,2.68,1.697957078,0.18
31.0,21.0,10.0,84.3,14.700000000000005,6.384350873009287,2.68,1.746012467,0.16
35.0,19.0,16.0,91.6,8.400000000000006,6.384350873009287,2.68,1.746012467,0.16
35.0,19.0,16.0,91.6,8.400000000000006,6.384350873009287,2.68,1.729994004,0.18
30.0,17.0,13.0,68.5,29.5,6.384350873009287,2.68,1.794067856,0.15
25.0,16.0,9.0,81.3,16.700000000000003,6.384350873009287,2.68,1.874160171,0.14
25.0,16.0,9.0,81.3,16.700000000000003,6.384350873009287,2.68,1.92221556,0.12
28.0,17.0,11.0,75.1,20.90000000000001,6.384350873009287,2.68,1.874160171,0.12
28.0,17.0,11.0,75.1,20.90000000000001,6.384350873009287,2.68,1.794067856,0.14
21.0,15.0,6.0,54.0,38.0,6.384350873009287,2.68,1.954252486,0.11
21.0,15.0,6.0,54.0,38.0,6.384350873009287,2.68,1.826104782,0.12
33.0,18.0,15.0,88.7,10.299999999999995,6.384350873009287,2.68,1.810086319,0.15
33.0,18.0,15.0,88.7,10.299999999999995,6.384350873009287,2.68,1.794067856,0.15
41.0,23.0,18.0,89.3,5.700000000000003,6.384350873009287,2.68,1.665920152,0.19
41.0,23.0,18.0,89.3,5.700000000000003,6.384350873009287,2.68,1.665920152,0.17
15.0,12.0,3.0,16.4,33.6,6.384350873009287,2.68,2.290640209,0.05
15.0,12.0,3.0,16.4,33.6,6.384350873009287,2.68,2.322677135,0.05
16.0,13.0,3.0,16.6,36.4,6.384350873009287,2.68,2.306658672,0.06
16.0,13.0,3.0,16.6,36.4,6.384350873009287,2.68,2.322677135,0.05
25.0,19.0,6.0,64.9,29.099999999999994,6.384350873009287,2.68,1.842123245,0.12
25.0,19.0,6.0,64.9,29.099999999999994,6.384350873009287,2.68,1.906197097,0.14
25.0,16.0,9.0,76.8,21.200000000000003,6.384350873009287,2.68,1.906197097,0.12
15.0,14.0,1.0,12.9,45.1,6.384350873009287,2.68,2.226566357,0.06
15.0,14.0,1.0,12.9,45.1,6.384350873009287,2.68,2.210547894,0.07
19.0,13.0,6.0,43.9,50.1,6.384350873009287,2.71,2.0791964974000003,0.08
17.0,14.0,3.0,40.8,53.2,6.384350873009287,2.709,2.0775946511,0.09
17.0,14.0,3.0,40.8,53.2,6.384350873009287,2.709,2.0904094215,0.08
16.0,12.0,4.0,43.2,50.8,6.384350873009287,2.705,2.1016223456,0.08
16.0,12.0,4.0,43.2,50.8,6.384350873009287,2.705,2.0791964974000003,0.08
35.0,20.0,15.0,93.2,5.799999999999997,6.384350873009287,2.68,1.778049393,0.14
35.0,20.0,15.0,93.2,5.799999999999997,6.384350873009287,2.68,1.842123245,0.13
20.0,16.0,4.0,67.6,32.400000000000006,6.384350873009287,2.68,1.938234023,0.11
20.0,16.0,4.0,67.6,32.400000000000006,6.384350873009287,2.68,1.906197097,0.12
31.0,19.0,12.0,78.0,18.0,6.384350873009287,2.68,1.746012467,0.18
31.0,19.0,12.0,78.0,18.0,6.384350873009287,2.68,1.649901689,0.2
22.0,15.0,7.0,50.2,40.8,6.384350873009287,2.68,2.034344801,0.1
22.0,15.0,7.0,50.2,40.8,6.384350873009287,2.68,1.890178634,0.14
30.0,16.0,14.0,62.0,32.0,6.384350873009287,2.68,1.874160171,0.12
30.0,16.0,14.0,62.0,32.0,6.384350873009287,2.68,1.858141708,0.13
19.0,13.0,6.0,40.8,55.2,6.384350873009287,2.68,2.002307875,0.1
19.0,13.0,6.0,40.8,55.2,6.384350873009287,2.68,2.002307875,0.09
27.0,16.0,11.0,64.3,29.700000000000003,6.384350873009287,2.68,1.938234023,0.12
37.0,20.0,17.0,97.7,1.2999999999999972,6.384350873009287,2.68,1.713975541,0.16
37.0,20.0,17.0,97.7,1.2999999999999972,6.384350873009287,2.68,1.665920152,0.17
26.0,15.0,11.0,65.0,31.0,6.384350873009287,2.68,1.92221556,0.12
26.0,15.0,11.0,65.0,31.0,6.384350873009287,2.68,1.890178634,0.13
20.0,16.0,4.0,64.8,34.2,6.384350873009287,2.68,1.92221556,0.1
20.0,16.0,4.0,64.8,34.2,6.384350873009287,2.68,1.858141708,0.12
22.0,15.0,7.0,56.7,36.3,6.384350873009287,2.68,2.034344801,0.11
22.0,15.0,7.0,56.7,36.3,6.384350873009287,2.68,2.098418653,0.09
45.0,27.0,18.0,90.0,8.0,6.384350873009287,2.68,1.746012467,0.18
45.0,27.0,18.0,90.0,8.0,6.384350873009287,2.68,1.858141708,0.16
17.0,13.0,4.0,10.4,45.6,6.384350873009287,2.68,2.210547894,0.06
17.0,13.0,4.0,10.4,45.6,6.384350873009287,2.68,2.24258482,0.06
27.0,15.0,12.0,37.7,54.3,6.384350873009287,2.68,1.842123245,0.15
27.0,15.0,12.0,37.7,54.3,6.384350873009287,2.68,1.826104782,0.13
28.0,21.0,7.0,91.5,5.5,6.384350873009287,2.68,1.746012467,0.16
28.0,21.0,7.0,91.5,5.5,6.384350873009287,2.68,1.778049393,0.16
25.0,16.0,9.0,72.1,23.90000000000001,6.384350873009287,2.68,1.92221556,0.13
25.0,16.0,9.0,72.1,23.90000000000001,6.384350873009287,2.68,1.890178634,0.13
35.0,13.0,22.0,61.1,37.9,6.384350873009287,2.68,1.92221556,0.12
38.0,16.0,22.0,93.3,5.700000000000003,6.384350873009287,2.705,1.778049393,0.17
38.0,16.0,22.0,93.3,5.700000000000003,6.384350873009287,2.705,1.697957078,0.18
38.0,16.0,22.0,93.3,5.700000000000003,6.384350873009287,2.705,1.681938615,0.18
30.0,11.0,19.0,57.1,30.9,6.384350873009287,2.729,1.938234023,0.12
15.0,11.0,4.0,10.2,37.8,6.384350873009287,2.723,2.258603283,0.06
32.0,11.0,21.0,69.7,29.3,6.384350873009287,2.719,1.938234023,0.12
31.0,12.0,19.0,63.0,34.0,6.384350873009287,2.724,1.954252486,0.1
30.0,14.0,16.0,64.5,34.5,6.384350873009287,2.68,1.970270949,0.12
35.0,9.0,26.0,65.2,32.8,6.384350873009287,2.735,1.906197097,0.13
32.0,14.0,18.0,59.6,38.4,6.384350873009287,2.68,1.970270949,0.11
33.0,14.0,19.0,52.3,45.7,6.384350873009287,2.68,1.970270949,0.12
39.0,17.0,22.0,93.1,6.900000000000006,6.384350873009287,2.727,1.9077989433,0.13
29.0,11.0,18.0,59.8,35.2,6.384350873009287,2.725,2.0119189528,0.1
14.0,12.0,2.0,9.4,31.6,6.384350873009287,2.722,2.210547894,0.06
37.0,13.0,24.0,57.3,41.7,6.384350873009287,2.68,1.874160171,0.13
34.0,9.0,25.0,57.2,37.8,6.384350873009287,2.722,1.9766783342,0.11
,,0.0,9.8,39.2,6.384350873009287,2.721,2.178510968,0.07
34.0,13.0,21.0,60.1,37.9,6.384350873009287,2.68,1.92221556,0.12
32.0,20.0,12.0,90.0,10.0,6.384350873009287,2.672,1.778049393,0.14
32.0,20.0,12.0,90.0,10.0,6.384350873009287,2.672,1.76203093,0.16
32.0,11.0,21.0,59.8,38.2,6.384350873009287,2.722,1.954252486,0.11
34.0,15.0,19.0,64.8,33.2,6.384350873009287,2.68,1.826104782,0.14
35.0,15.0,20.0,62.8,36.2,6.384350873009287,2.68,1.858141708,0.13
34.0,16.0,18.0,74.6,24.40000000000001,6.384350873009287,2.68,1.778049393,0.15
37.0,15.0,22.0,59.5,38.5,6.384350873009287,2.68,1.810086319,0.15
43.0,17.0,26.0,68.5,29.5,6.384350873009287,2.715,1.858141708,0.14
43.0,17.0,26.0,68.5,29.5,6.384350873009287,2.715,1.778049393,0.15
36.0,15.0,21.0,69.2,28.8,6.384350873009287,2.706,1.810086319,0.15
36.0,15.0,21.0,69.2,28.8,6.384350873009287,2.706,1.858141708,0.14
35.0,18.0,17.0,56.6,41.4,6.384350873009287,2.719,1.826104782,0.15
33.0,15.0,18.0,76.6,21.40000000000001,6.384350873009287,2.718,1.794067856,0.16
33.0,15.0,18.0,73.4,24.599999999999994,6.384350873009287,2.733,1.858141708,0.15
33.0,15.0,18.0,73.4,24.599999999999994,6.384350873009287,2.733,1.810086319,0.14
32.0,12.0,20.0,65.4,32.599999999999994,6.384350873009287,2.714,1.906197097,0.13
32.0,15.0,17.0,64.2,31.8,6.384350873009287,2.707,1.906197097,0.13
34.0,13.0,21.0,62.9,35.1,6.384350873009287,2.68,1.858141708,0.14
31.0,14.0,17.0,62.5,35.5,6.384350873009287,2.68,1.858141708,0.13
34.0,15.0,19.0,63.7,33.3,6.384350873009287,2.731,1.890178634,0.13
33.0,15.0,18.0,64.9,32.099999999999994,6.384350873009287,2.703,1.890178634,0.13
33.0,15.0,18.0,64.9,32.099999999999994,6.384350873009287,2.703,1.842123245,0.13
33.0,14.0,19.0,61.2,35.8,6.384350873009287,2.705,1.858141708,0.13
33.0,14.0,19.0,61.2,35.8,6.384350873009287,2.705,1.890178634,0.13
,,0.0,6.8,33.2,6.384350873009287,2.681,2.0439558788,0.1
34.0,16.0,18.0,57.1,39.9,6.384350873009287,2.68,1.890178634,0.13
18.0,17.0,1.0,10.5,53.5,6.384350873009287,2.793,2.3018531331,0.06
26.0,16.0,10.0,48.0,48.0,6.384350873009287,2.68,1.938234023,0.12
28.0,15.0,13.0,50.9,46.1,6.384350873009287,2.68,1.890178634,0.12
18.0,15.0,3.0,10.3,51.7,6.384350873009287,2.798,2.2826309775,0.06
26.0,13.0,13.0,46.9,50.1,6.384350873009287,2.68,1.970270949,0.12
26.0,13.0,13.0,44.4,53.6,6.384350873009287,2.68,1.954252486,0.11
27.0,13.0,14.0,39.6,58.4,6.384350873009287,2.68,1.938234023,0.12
39.0,21.0,18.0,54.3,45.7,6.384350873009287,2.68,1.681938615,0.13
32.0,13.0,19.0,45.0,53.0,6.384350873009287,2.68,1.890178634,0.11
30.0,15.0,15.0,65.0,33.0,6.384350873009287,2.68,1.906197097,0.12
30.0,15.0,15.0,65.0,33.0,6.384350873009287,2.68,1.890178634,0.13
30.0,15.0,15.0,62.3,35.7,6.384350873009287,2.68,1.954252486,0.1
30.0,15.0,15.0,62.3,35.7,6.384350873009287,2.68,1.906197097,0.11
27.0,13.0,14.0,41.9,56.1,6.384350873009287,2.68,2.066381727,0.07
27.0,13.0,14.0,41.9,56.1,6.384350873009287,2.68,1.954252486,0.09
29.0,14.0,15.0,58.0,39.0,6.384350873009287,2.68,1.874160171,0.12
30.0,14.0,16.0,57.7,40.3,6.384350873009287,2.68,1.890178634,0.13
16.0,14.0,2.0,16.0,60.0,6.384350873009287,2.68,2.24258482,0.06
16.0,14.0,2.0,16.0,60.0,6.384350873009287,2.68,2.210547894,0.07
22.0,16.0,6.0,43.5,49.5,6.384350873009287,2.68,2.018326338,0.09
22.0,16.0,6.0,43.5,49.5,6.384350873009287,2.68,1.938234023,0.12
17.0,14.0,3.0,31.5,58.5,6.384350873009287,2.68,2.098418653,0.08
17.0,14.0,3.0,31.5,58.5,6.384350873009287,2.68,2.08240019,0.08
36.0,17.0,19.0,57.4,41.6,6.384350873009287,2.68,1.842123245,0.13
36.0,17.0,19.0,57.4,41.6,6.384350873009287,2.68,1.874160171,0.12
38.0,21.0,17.0,63.2,34.8,6.384350873009287,2.68,1.76203093,0.16
38.0,21.0,17.0,63.2,34.8,6.384350873009287,2.68,1.794067856,0.14
26.0,22.0,4.0,98.2,1.7999999999999972,6.384350873009287,2.68,1.826104782,0.14
26.0,22.0,4.0,98.2,1.7999999999999972,6.384350873009287,2.68,1.778049393,0.15
24.0,15.0,9.0,56.2,38.8,6.384350873009287,2.68,2.066381727,0.1
24.0,15.0,9.0,56.2,38.8,6.384350873009287,2.68,2.034344801,0.11
17.0,15.0,2.0,9.5,36.5,6.384350873009287,2.68,2.24258482,0.06
16.0,14.0,2.0,8.8,35.2,6.384350873009287,2.68,2.274621746,0.06
25.0,15.0,10.0,43.2,56.8,6.384350873009287,2.666,1.874160171,0.13
,,0.0,27.8,72.2,6.384350873009287,2.657,1.954252486,0.12
16.0,14.0,2.0,6.4,21.6,6.384350873009287,2.68,2.258603283,0.06
25.0,15.0,10.0,38.0,62.0,6.384350873009287,2.681,1.9126044822,0.11
20.0,17.0,3.0,24.8,75.2,6.384350873009287,2.669,1.9206137137,0.11
20.0,17.0,3.0,24.8,75.2,6.384350873009287,2.669,1.890178634,0.13
20.0,17.0,3.0,24.8,75.2,6.384350873009287,2.669,1.9366321767,0.11
16.0,14.0,2.0,8.8,27.2,6.384350873009287,2.68,2.306658672,0.05
21.0,18.0,3.0,24.3,75.7,6.384350873009287,2.663,1.9366321767,0.11
21.0,18.0,3.0,22.0,74.0,6.384350873009287,2.668,2.0519651103,0.1
,,0.0,12.7,31.3,6.384350873009287,2.688,2.2089460477,0.06
,,0.0,12.7,31.3,6.384350873009287,2.688,2.226566357,0.06
22.0,17.0,5.0,28.8,71.2,6.384350873009287,2.666,1.794067856,0.1
22.0,17.0,5.0,28.8,71.2,6.384350873009287,2.666,1.9286229452,0.11
32.0,14.0,18.0,57.3,42.7,6.384350873009287,2.676,1.7556235448,0.16
32.0,14.0,18.0,57.3,42.7,6.384350873009287,2.676,1.697957078,0.16
,,0.0,35.2,63.8,6.384350873009287,2.66,1.8389195524,0.16
,,0.0,35.2,63.8,6.384350873009287,2.66,1.7876604708,0.17
47.0,16.0,31.0,92.1,7.900000000000006,6.384350873009287,2.68,1.633883226,0.19
47.0,16.0,31.0,92.1,7.900000000000006,6.384350873009287,2.68,1.633883226,0.2
19.0,16.0,3.0,9.7,32.3,6.384350873009287,2.68,2.08240019,0.08
19.0,16.0,3.0,9.7,32.3,6.384350873009287,2.68,2.066381727,0.09
18.0,16.0,2.0,12.7,36.3,6.384350873009287,2.68,2.098418653,0.07
18.0,16.0,2.0,12.7,36.3,6.384350873009287,2.68,2.050363264,0.09
42.0,15.0,27.0,62.5,34.5,6.384350873009287,2.68,1.810086319,0.13
42.0,15.0,27.0,62.5,34.5,6.384350873009287,2.68,1.826104782,0.14
19.0,16.0,3.0,11.0,25.0,6.384350873009287,2.68,2.114437116,0.08
19.0,16.0,3.0,11.0,25.0,6.384350873009287,2.68,2.08240019,0.08
47.0,18.0,29.0,86.9,12.099999999999994,6.384350873009287,2.68,1.633883226,0.19
47.0,18.0,29.0,86.9,12.099999999999994,6.384350873009287,2.68,1.649901689,0.19
40.0,14.0,26.0,78.1,21.90000000000001,6.384350873009287,2.68,1.778049393,0.16
40.0,14.0,26.0,78.1,21.90000000000001,6.384350873009287,2.68,1.76203093,0.16
48.0,15.0,33.0,90.1,9.900000000000006,6.384350873009287,2.69,1.7235866188,0.18
36.0,19.0,17.0,64.0,23.0,6.384350873009287,2.681,1.9318266378,0.13
23.0,16.0,7.0,9.3,35.7,6.384350873009287,2.633,2.1048260382,0.08
35.0,14.0,21.0,77.6,13.400000000000006,6.384350873009287,2.68,1.826104782,0.13
35.0,14.0,21.0,77.6,13.400000000000006,6.384350873009287,2.68,1.778049393,0.15
37.0,16.0,21.0,93.2,6.799999999999997,6.384350873009287,2.68,1.76203093,0.17
37.0,16.0,21.0,93.2,6.799999999999997,6.384350873009287,2.68,1.746012467,0.17
45.0,16.0,29.0,75.7,20.3,6.384350873009287,2.691,1.842123245,0.14
56.0,42.0,14.0,93.5,6.5,6.384350873009287,2.68,1.6018463,0.2
56.0,42.0,14.0,93.5,6.5,6.384350873009287,2.68,1.569809374,0.22
50.0,14.0,36.0,92.1,6.900000000000006,6.384350873009287,2.717,1.6691238446,0.19
38.0,15.0,23.0,72.8,24.200000000000003,6.384350873009287,2.694,1.906197097,0.13
24.0,16.0,8.0,13.9,28.1,6.384350873009287,2.623,2.050363264,0.08
37.0,14.0,23.0,76.9,21.099999999999994,6.384350873009287,2.68,1.778049393,0.15
37.0,14.0,23.0,76.9,21.099999999999994,6.384350873009287,2.68,1.76203093,0.17
46.0,19.0,27.0,84.7,14.299999999999995,6.384350873009287,2.68,1.665920152,0.18
46.0,19.0,27.0,84.7,14.299999999999995,6.384350873009287,2.68,1.649901689,0.19
24.0,20.0,4.0,61.9,30.1,6.384350873009287,2.68,1.906197097,0.13
24.0,20.0,4.0,61.9,30.1,6.384350873009287,2.68,1.842123245,0.15
21.0,18.0,3.0,31.7,68.3,6.384350873009287,2.68,1.92221556,0.12
21.0,18.0,3.0,31.7,68.3,6.384350873009287,2.68,1.906197097,0.12
31.0,18.0,13.0,72.6,27.40000000000001,6.384350873009287,2.68,1.76203093,0.15
31.0,18.0,13.0,72.6,27.40000000000001,6.384350873009287,2.68,1.906197097,0.12
48.0,23.0,25.0,91.4,7.599999999999994,6.384350873009287,2.68,1.6018463,0.22
33.0,22.0,11.0,93.3,6.700000000000003,6.384350873009287,2.68,1.665920152,0.2
33.0,22.0,11.0,93.3,6.700000000000003,6.384350873009287,2.68,1.617864763,0.21
31.0,20.0,11.0,84.3,15.700000000000005,6.384350873009287,2.68,1.76203093,0.15
40.0,20.0,20.0,82.8,14.200000000000005,6.384350873009287,2.68,1.713975541,0.18
23.0,17.0,6.0,21.5,43.5,6.384350873009287,2.68,2.178510968,0.08
23.0,17.0,6.0,21.5,43.5,6.384350873009287,2.68,2.194529431,0.07
21.0,16.0,5.0,45.3,54.7,6.384350873009287,2.68,1.938234023,0.11
28.0,20.0,8.0,55.1,22.9,6.384350873009287,2.68,1.858141708,0.14
39.0,20.0,19.0,87.2,9.799999999999995,6.384350873009287,2.68,1.649901689,0.2
32.0,20.0,12.0,83.9,16.099999999999994,6.384350873009287,2.68,1.778049393,0.16
32.0,20.0,12.0,83.9,16.099999999999994,6.384350873009287,2.68,1.906197097,0.12
45.0,19.0,26.0,69.7,29.3,6.384350873009287,2.68,1.713975541,0.19
45.0,19.0,26.0,69.7,29.3,6.384350873009287,2.68,1.537772448,0.23
28.0,16.0,12.0,58.2,41.8,6.384350873009287,2.68,1.874160171,0.12
28.0,16.0,12.0,58.2,41.8,6.384350873009287,2.68,1.890178634,0.12
44.0,19.0,25.0,88.2,10.799999999999995,6.384350873009287,2.68,1.649901689,0.18
44.0,19.0,25.0,88.2,10.799999999999995,6.384350873009287,2.68,1.6018463,0.2
24.0,14.0,10.0,16.6,72.4,6.384350873009287,2.68,2.162492505,0.06
32.0,19.0,13.0,73.9,25.099999999999994,6.384350873009287,2.68,1.858141708,0.13
32.0,19.0,13.0,73.9,25.099999999999994,6.384350873009287,2.68,1.826104782,0.14
24.0,16.0,8.0,14.6,79.4,6.384350873009287,2.68,2.210547894,0.05
24.0,16.0,8.0,14.6,79.4,6.384350873009287,2.68,2.210547894,0.06
36.0,25.0,11.0,79.4,7.599999999999994,6.384350873009287,2.68,1.938234023,0.12
36.0,25.0,11.0,79.4,7.599999999999994,6.384350873009287,2.68,1.970270949,0.11
45.0,24.0,21.0,83.8,11.200000000000005,6.384350873009287,2.68,1.585827837,0.21
45.0,24.0,21.0,83.8,11.200000000000005,6.384350873009287,2.68,1.649901689,0.17
36.0,22.0,14.0,51.8,17.200000000000003,6.384350873009287,2.68,1.810086319,0.14
45.0,22.0,23.0,77.2,18.8,6.384350873009287,2.68,1.633883226,0.22
45.0,22.0,23.0,77.2,18.8,6.384350873009287,2.68,1.553790911,0.25
53.0,25.0,28.0,86.8,11.200000000000005,6.384350873009287,2.68,1.537772448,0.22
53.0,25.0,28.0,86.8,11.200000000000005,6.384350873009287,2.68,1.617864763,0.21
20.0,17.0,3.0,17.8,51.2,6.384350873009287,2.68,2.08240019,0.09
37.0,18.0,19.0,92.1,6.900000000000006,6.384350873009287,2.68,1.729994004,0.15
25.0,20.0,5.0,84.5,13.5,6.384350873009287,2.681,1.858141708,0.12
,,0.0,21.8,45.2,6.384350873009287,2.68,2.034344801,0.08
30.0,17.0,13.0,95.7,4.299999999999997,6.384350873009287,2.68,1.810086319,0.13
23.0,18.0,5.0,90.7,8.299999999999997,6.384350873009287,2.68,1.858141708,0.12
44.0,18.0,26.0,96.5,3.5,6.384350873009287,2.68,1.746012467,0.15
23.0,19.0,4.0,91.3,7.700000000000003,6.384350873009287,2.68,1.858141708,0.11
25.0,19.0,6.0,87.3,12.700000000000005,6.384350873009287,2.68,1.906197097,0.11
25.0,19.0,6.0,87.3,12.700000000000005,6.384350873009287,2.68,1.826104782,0.11
,,0.0,13.8,36.2,6.384350873009287,2.68,2.098418653,0.08
18.0,15.0,3.0,18.5,39.5,6.384350873009287,2.615,2.050363264,0.08
44.0,22.0,22.0,93.3,5.700000000000003,6.384350873009287,2.68,1.794067856,0.14
47.0,17.0,30.0,99.0,1.0,6.384350873009287,2.68,1.746012467,0.14
59.0,18.0,41.0,98.0,2.0,6.384350873009287,2.68,1.649901689,0.18
59.0,18.0,41.0,98.0,2.0,6.384350873009287,2.68,1.617864763,0.2
59.0,18.0,41.0,98.0,2.0,6.384350873009287,2.68,1.617864763,0.19
52.0,28.0,24.0,92.0,8.0,6.384350873009287,2.68,1.746012467,0.16
22.0,14.0,8.0,58.6,41.4,6.384350873009287,2.676,2.066381727,0.09
22.0,14.0,8.0,58.6,41.4,6.384350873009287,2.676,2.098418653,0.08
,,0.0,6.6,51.4,6.384350873009287,2.716,2.1753072754,0.06
,,0.0,8.0,49.0,6.384350873009287,2.733,2.098418653,0.06
,,0.0,7.9,44.1,6.384350873009287,2.722,2.1865201995,0.06
,,0.0,7.2,44.8,6.384350873009287,2.729,2.1865201995,0.07
,,0.0,7.2,66.8,6.384350873009287,2.735,2.1192426549000003,0.07
42.0,37.0,5.0,71.9,27.099999999999994,6.384350873009287,2.781,1.5666056814,0.2
